,Unnamed: 0,delivery_id,customer_id,courier_id,vehicle_type,pickup_place,place_category,item_name,item_quantity,item_category_name,how_long_it_took_to_order,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,when_the_delivery_started,when_the_courier_arrived_at_pickup,when_the_courier_left_pickup,when_the_courier_arrived_at_dropoff,distance_crossed,courrier_timing,distance_m,timing_s,courrier_performance
307,1613,1450709,317904,35973,bicycle,Rubirosa,Italian,Mixed Green,1,Insalata,03:34.8,40.72274859,-73.99606192,40.733975,-73.992395,47:27.6,58:47.4,15:37.7,22:16.9,1.28458914,0 days 17:59:00,128.458914,64740.0,1.9842278962001851
308,1618,1325325,363783,86938,car,TAO,Japanese,Chicken Gyoza with Napa Cabbage and Soy Dipping Sauce,1,Dumplings,03:20.8,40.76285776,-73.971619,40.7605599,-73.9990525,28:14.6,48:24.2,03:13.2,27:25.3,2.3304279,1 days 20:21:07,233.04279000000002,159667.0,1.4595551366281074
309,1626,1322803,256852,128139,car,Olea,Mediterranean,Lentil Salad,1,Main Lunch Menu,08:12.2,40.687689,-73.970745,40.6880925,-73.9792735,41:56.2,45:18.4,00:07.3,00:09:12,0.722312157,0 days 12:26:09,72.23121569999999,44769.0,1.6134203511358305
310,1633,1311664,115231,104533,bicycle,Izakaya Ten,Japanese,Buta Kimchee,1,Most Popular Dishes,08:04.9,40.74721709,-74.00456083,40.77744772,-73.97557245,31:20.7,00:34:39,00:07:45,10:32.9,4.154660971,0 days 06:06:02,415.4660971,21962.0,18.917498274291958
311,1636,1475296,49086,28765,bicycle,Jack's Wife Freda,Mediterranean,Peri Peri Chicken,1,Entrees,01:23.0,40.72198995,-73.9977479,40.7321536,-73.9885787,25:08.4,30:37.8,43:24.7,58:21.8,1.368910989,0 days 20:26:05,136.8910989,73565.0,1.8608183089784545
312,1643,1334140,107909,44356,bicycle,ilili Restaurant,Middle Eastern,Riz,1,Vegetables,05:31.0,40.74418795,-73.98753094,40.7342199,-73.9902554,12:06.6,36:56.6,44:15.6,52:45.2,1.130608148,1 days 09:19:06,113.0608148,119946.0,0.9425976255981858
313,1646,1412044,50633,162381,van,Serafina Fabulous Pizza,Italian,Carciofi E Parmigiano,1,Insalate,07:33.4,40.77608319,-73.96217158,40.7667297,-73.9561113,14:54.3,00:23:18,00:30:38,42:23.2,1.15787484,0 days 20:08:09,115.787484,72489.0,1.5973110954765553
314,1649,1301362,363245,71148,bicycle,Luke's Lobster,Seafood,Taste of Maine,1,Rolls,03:26.9,40.726823,-73.98547098,40.7342506,-73.9902123,46:17.2,54:21.9,04:12.3,13:03.9,0.91693116,0 days 16:56:03,91.693116,60963.0,1.5040781457605432
315,1660,1475023,164529,167596,bicycle,Blue Ribbon Sushi,Japanese,Kanpachi,1,Taiheiyo (Pacific Ocean),02:00.7,40.72610966,-74.00249186,40.7204295,-73.984641,43:11.9,59:48.4,11:19.8,22:10.7,1.634744594,1 days 03:27:04,163.4744594,98824.0,1.654197962033514
316,1661,1285276,298583,41959,bicycle,sweetgreen,Salad,Spicy Sabzi (vegan),1,Signatures,02:34.9,40.74507859,-73.98882151,40.728564,-73.9951237,02:34.6,15:51.1,27:11.9,40:38.6,1.909625375,1 days 02:43:02,190.9625375,96182.0,1.9854290563722943
317,1667,1474815,398930,125504,bicycle,RedFarm Broadway,Chinese,Diced Tuna with Crispy Noodles,1,Starters & Salads,04:02.4,40.7821167,-73.9807391,40.7900392,-73.953884,02:02.9,12:13.2,39:02.4,50:01.6,2.431497731,0 days 21:09:05,243.14977309999998,76145.0,3.1932467410860856
318,1679,1423237,144851,100390,bicycle,Benihana,Japanese,Hibachi Chicken Rice,2,Side Orders,13:58.3,40.76316588,-73.97701978,40.7521903,-73.9778279,06:14.2,00:34:19,00:45:26,55:45.7,1.220738479,1 days 14:24:05,122.0738479,138245.0,0.8830254106839307
319,1681,1322831,242,91807,walker,Bareburger,Burger,Classic,1,Bareburgers,04:57.1,40.74204545,-74.0007619,40.7521725,-74.0051432,48:03.8,53:39.6,15:33.9,28:21.8,1.183909948,0 days 18:23:07,118.39099479999999,66187.0,1.7887348693852265
320,1686,1398254,70001,140794,walker,J. G. Melon,Burger,Chili,1,Main Menu,07:12.6,40.77113521,-73.9596231,40.7704492,-73.9577275,15:37.4,21:19.2,35:13.1,36:09.8,0.17724467,0 days 06:38:05,17.724467,23885.0,0.7420752355034541
321,1697,1422727,391746,34667,bicycle,Blue Ribbon Sushi,Japanese,Binnaga,2,Taiheiyo (Pacific Ocean),08:08.1,40.72610966,-74.00249186,40.7274345,-74.0059484,00:10:20,25:27.7,32:48.5,39:02.8,0.32698181,0 days 21:22:00,32.698181,76920.0,0.42509335673426935
322,1699,1405539,81828,105468,bicycle,The Meatball Shop,American,Chicken,1,Naked Balls,31:55.6,40.73613088,-74.0006483,40.72530703,-73.99445242,20:29.4,46:49.7,05:35.4,14:49.5,1.310991234,1 days 11:34:04,131.0991234,128044.0,1.0238599497047889
323,1700,1360855,315075,43955,bicycle,Taim Falafel and Smoothie Bar,Food Truck,Hummus & Falafel Side,1,Salads & Sides,04:39.2,40.73595141,-74.00176042,40.75185599,-73.99453701,00:16.8,11:55.8,16:45.5,28:29.8,1.868589201,0 days 23:23:03,186.8589201,84183.0,2.219675232529133
324,1707,1369655,327651,151467,bicycle,Pio Pio,South American,Juanita's Chicken,1,De Fondo,03:56.6,40.76040697,-73.99489403,40.77526372,-73.98975963,50:53.5,57:35.1,05:18.4,22:07.4,1.705833913,0 days 23:30:06,170.5833913,84606.0,2.016209149469305
325,1710,1371397,349206,156557,car,French Roast,French,Spicy Buffalo Chicken Wings,1,Appetizers,10:48.0,40.78761311,-73.97712309,40.782797,-73.984308,37:07.1,43:41.1,02:31.7,10:02.4,0.808601808,0 days 14:04:07,80.86018080000001,50647.0,1.5965443323395268
326,1720,1372435,342515,144068,bicycle,Five Guys Burgers and Fries,Burger,Cheese Dog,1,Dogs,07:49.3,40.751681,-73.974069,40.7658681,-73.9631906,08:16.9,27:24.2,36:45.1,45:48.6,1.823703336,1 days 04:10:08,182.37033359999998,101408.0,1.7983821158094033
327,1721,1382800,77341,119839,bicycle,The Meatball Shop,Italian,Market Salad,1,Green Market,11:40.1,40.74596311,-74.00169729,40.7448369,-73.9919763,40:04.9,00:46:03,05:53.1,13:02.8,0.830487199,0 days 13:07:08,83.0487199,47228.0,1.7584636211569407
328,1731,1440604,47280,34667,bicycle,Blue Ribbon Sushi,Japanese,Uni,1,Taiheiyo (Pacific Ocean),04:38.7,40.72610966,-74.00249186,40.724888,-74.010099,13:12.8,18:22.5,43:43.1,54:25.8,0.656838767,0 days 15:52:04,65.6838767,57124.0,1.1498472918563125
329,1733,1357774,208020,139444,bicycle,Sushi of Gari 46,Sushi,Kani Shumai,1,Appetizers,24:56.1,40.76065444,-73.98958275,40.7470189,-73.99092197,07:14.9,17:49.8,44:16.6,58:23.2,1.518432661,1 days 00:41:05,151.8432661,88865.0,1.7086959556630843
330,1735,1436294,123504,60761,bicycle,sweetgreen,Salad,Organic Lentil Chickpea (Small),1,Soup,02:57.7,40.74507859,-73.98882151,40.7417398,-73.9968328,53:59.2,54:55.2,11:45.8,19:03.8,0.77156298,0 days 08:14:00,77.156298,29640.0,2.6031139676113364
331,1743,1332846,111218,138061,car,Melt Shop,American,Truffle Melt,1,Sandwiches,10:16.4,40.74460714,-73.99074197,40.7736712,-73.9583353,13:47.3,48:35.2,00:27.8,19:55.4,4.231447232,2 days 06:15:05,423.1447232,195305.0,2.166584179616497
332,1757,1372722,47594,164202,bicycle,California Pizza Kitchen,Pizza,Key Lime Pie,1,Desserts,06:27.3,40.74466624,-73.98334441,40.780774,-73.9542921,47:15.8,53:05.4,21:54.5,54:21.1,4.700592215,1 days 14:16:02,470.05922150000004,137762.0,3.41211089778023
333,1774,1288823,285774,48603,bicycle,Blue Ribbon Sushi,Japanese,Shumai,1,Appetizers,12:46.8,40.72610966,-74.00249186,40.71104565,-74.00554847,18:02.5,37:23.8,00:05:47,00:12:29,1.692653456,1 days 02:03:03,169.2653456,93783.0,1.8048617084119722
334,1780,1431687,270525,133293,bicycle,The Smile,American,Balsamic Chicken,1,Entrees,20:49.7,40.72641318,-73.99382114,40.7260641,-73.9897793,10:17.2,34:49.4,01:12.6,07:16.4,0.343657441,1 days 06:36:00,34.3657441,110160.0,0.3119620924110385
335,1789,1362218,110628,86938,car,Hatsuhana,Sushi,Sushi Special (10pcs & 1 Roll),1,Sushi & Sashimi Entrees,18:34.6,40.75695307,-73.97723214,40.7644388,-73.9733545,19:37.2,33:05.3,03:28.6,20:01.2,0.893443092,1 days 06:00:07,89.3443092,108007.0,0.8272085068560371
336,1791,1348027,109987,154377,car,Momoya,Sushi,Momoya Spicy Tuna,1,Signature Roll,17:09.4,40.78407726,-73.97762241,40.7760661,-73.9443896,26:56.3,38:44.1,13:05.8,33:58.6,2.943005956,1 days 08:40:06,294.3005956,117606.0,2.5024284101151304
337,1793,1391347,41409,35445,bicycle,Nobu Next Door,Sushi,Sashimi Salad,2,Dinner Cold Dishes,07:58.4,40.71938641,-74.0086925,40.7217556,-74.0040349,10:28.4,41:01.6,02:32.3,08:04.8,0.473366296,1 days 12:05:07,47.3366296,129907.0,0.36438859799702866
338,1802,1324575,52832,69993,bicycle,Han Dynasty,Chinese,Dry Pepper Style,1,Entrees,03:12.3,40.732213,-73.988072,40.776967,-73.956245,11:43.5,20:29.3,29:18.3,49:20.1,5.650085148,1 days 04:47:06,565.0085148,103626.0,5.452381784494238
339,1809,1345012,327527,91807,walker,Parm,Italian,Meatball Parm,1,Sandwiches,08:46.8,40.72301983,-73.995854,40.73392493,-73.99503395,50:42.6,58:56.9,15:47.4,24:52.5,1.212976733,0 days 17:19:04,121.29767330000001,62344.0,1.9456190379186453
340,1811,1299168,270525,60761,bicycle,The Smile,American,Buckwheat Waffles,1,Plates & Sandwiches,02:12.9,40.72641318,-73.99382114,40.7260641,-73.9897793,15:03.3,15:28.7,33:16.1,39:49.6,0.343657441,0 days 06:58:09,34.3657441,25089.0,1.3697534417473793
341,1812,1469557,110792,154955,bicycle,Blue Ribbon Sushi,Japanese,Miso,1,Osuimono (Soups),04:34.5,40.72610966,-74.00249186,40.734203,-73.996025,30:37.9,55:36.1,10:26.7,19:40.5,1.051764085,1 days 10:12:00,105.17640850000001,123120.0,0.8542593282975959
342,1826,1362496,62359,104989,bicycle,Pylos,Mediterranean,Melitzanosalata,1,Mezethes (Appetizers served cold),06:11.0,40.726269,-73.984062,40.72478,-73.980463,04:34.1,08:41.6,41:01.6,44:52.7,0.346107829,0 days 07:58:06,34.6107829,28686.0,1.2065391793906433
343,1835,1412602,222443,123581,bicycle,Carnegie Deli,Deli,Baked Meatloaf,1,West Side Specialties,02:29.9,40.76413503,-73.98119223,40.767588,-73.983148,39:30.2,56:50.2,02:40.2,09:22.7,0.417494867,1 days 00:02:05,41.7494867,86525.0,0.48251357064432243
344,1840,1362282,157578,7833,bicycle,P.J. Clarke's,American,Simply On A Bun,1,P.J. Clarke's Hamburgers,08:58.4,40.75893876,-73.96853113,40.7679804,-73.9648903,33:35.3,44:55.8,05:14.6,12:04.8,1.050074494,0 days 18:10:07,105.0074494,65407.0,1.6054466555567446
345,1841,1462275,47280,123581,bicycle,RedFarm Hudson,Chinese,Seared Pork & Shrimp Dumplings (4),1,Dim Sum,04:44.6,40.73421385,-74.00620203,40.724888,-74.010099,13:23.9,57:28.1,04:47.8,11:09.1,1.086689561,2 days 02:25:05,108.6689561,181505.0,0.598710537450759
346,1842,1279251,139755,99219,bicycle,Tortaria,Mexican,Chef Alfredo's Taquito Platter (4 taquitos),1,Taquitos,13:15.5,40.7338442,-73.99309158,40.735318,-73.988473,00:40:43,52:47.3,04:37.2,09:23.3,0.423077762,0 days 16:50:04,42.3077762,60604.0,0.6981020427694541
347,1851,1292684,347263,114469,bicycle,Blossom Restaurant,Vegetarian,Field Green,1,Salads,27:06.3,40.74540596,-74.002022,40.7356342,-74.0050767,23:25.2,52:34.4,23:46.2,29:42.9,1.115395172,1 days 11:05:09,111.53951719999999,126309.0,0.8830686427728823
348,1855,1300541,87151,61900,bicycle,Rubirosa,Italian,Small Classic,1,Pizza,11:22.5,40.72274859,-73.99606192,40.723361,-73.999911,21:14.1,42:02.3,52:22.2,56:40.2,0.332229775,1 days 01:06:02,33.2229775,90362.0,0.36766536265244243
349,1857,1461583,152919,19432,car,Vanessa's Dumpling House,Chinese,Cabbage and Pork,3,New Steamed Buns,05:02.1,40.713816,-73.961732,40.74587292,-73.99466654,00:31:04,50:16.5,05:06.6,31:08.1,4.518138846,1 days 21:14:00,451.81388460000005,162840.0,2.7745878445099486
350,1863,1324784,165695,65763,bicycle,The Smile,American,Moroccan Lamb Meatballs,1,Starters & Share Plates,04:00.2,40.72641318,-73.99382114,40.724037,-74.00264,03:15.6,00:11:55,30:46.1,38:42.2,0.790396396,0 days 16:35:05,79.0396396,59705.0,1.3238361879239595
351,1865,1470636,70193,152741,car,TAO,Japanese,Crispy Orange Chicken,2,From the Sky,05:11.5,40.76285776,-73.971619,40.7718956,-73.9520593,11:12.5,14:16.9,37:13.8,00:45:49,1.932493729,0 days 11:39:06,193.2493729,41946.0,4.607098958184332
352,1868,1488086,351076,30743,bicycle,California Pizza Kitchen,Pizza,Tortilla Spring Rolls,1,Appetizers,11:37.0,40.74466624,-73.98334441,40.7640334,-73.9770219,43:39.9,50:31.1,15:13.2,37:00.1,2.215988727,1 days 04:38:01,221.59887270000002,103081.0,2.1497547821616014
353,1876,1428512,49793,99219,bicycle,Yama Japanese Restaurant,Japanese,Spicy Tuna,1,Rolls,08:10.7,40.73587229,-73.98766462,40.7394489,-73.9872059,00:55:51,58:12.7,14:03.2,00:18:06,0.399063923,0 days 06:24:05,39.9063923,23045.0,1.7316724799305707
354,1883,1461207,71922,158758,car,Pio Pio,South American,Peruvian Combo,1,De Fondo,08:29.2,40.76040697,-73.99489403,40.7179615,-74.0110788,08:29.1,25:56.4,35:58.1,57:31.4,4.907763595,1 days 15:00:06,490.77635949999996,140406.0,3.495408739655
355,1886,1296082,140479,99219,bicycle,Lure Fishbar,Seafood,Yellowtail Scallion,1,Rolls: Cut or Hand,06:09.5,40.72463457,-73.99840236,40.7281228,-73.999709,51:01.9,52:45.1,15:40.3,21:00.1,0.40278488,0 days 07:03:00,40.278488,25380.0,1.5870168636721829
356,1893,1282272,97991,72941,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,Sake,1,Taiseyo (Atlantic Ocean),10:21.7,40.76765291,-73.98292546,40.74882755,-73.99013895,00:02:41,11:48.2,28:00.7,45:08.7,2.177474018,1 days 02:15:02,217.74740179999998,94502.0,2.30415654483503
357,1900,1485852,342025,61900,bicycle,sweetgreen,Salad,Harvest Bowl,1,Signatures,05:49.2,40.72132319,-74.00973201,40.7195898,-73.9998334,00:13:26,54:30.8,01:14.5,16:41.4,0.858196095,2 days 08:31:07,85.8196095,203467.0,0.42178638059243023
358,1902,1273258,120353,30743,bicycle,Parm,Italian,House Roasted Turkey,1,Sandwiches,05:16.4,40.72301983,-73.995854,40.7062843,-74.016943,13:28.5,18:11.8,28:15.7,47:53.2,2.574727346,1 days 00:20:08,257.4727346,87608.0,2.9389180736919007
359,1914,1398254,70001,140794,walker,J. G. Melon,Burger,Bacon Cheeseburger,3,Main Menu,07:12.6,40.77113521,-73.9596231,40.7704492,-73.9577275,15:37.4,21:19.2,35:13.1,36:09.8,0.17724467,0 days 06:38:05,17.724467,23885.0,0.7420752355034541
360,1916,1321249,50563,39733,bicycle,J. G. Melon,Burger,Cheeseburger,2,Main Menu,06:34.1,40.77113521,-73.9596231,40.785253,-73.956828,08:09.5,21:00.8,31:20.8,40:49.6,1.585431487,0 days 22:20:01,158.5431487,80401.0,1.9719051840151243
361,1926,1475631,61181,43196,bicycle,The Meatball Shop,Italian,Ice Cream Sandwich,1,Desserts,12:50.7,40.72154512,-73.98884243,40.739192,-73.987326,08:29.5,23:19.2,36:47.9,00:45:53,1.963845698,0 days 23:54:08,196.3845698,86048.0,2.282267685477873
362,1936,1400812,333957,147789,car,Han Dynasty,Chinese,Pork Belly in Garlic Sauce,1,Cold Appetizers,05:09.6,40.732213,-73.988072,40.707282,-74.004775,00:00:35,00:16:39,25:30.3,50:28.6,3.107488241,1 days 17:02:03,310.7488241,147723.0,2.1035913439342555
363,1937,1400812,333957,147789,car,Han Dynasty,Chinese,String Beans with Minced Pork,1,Vegetables,05:09.6,40.732213,-73.988072,40.707282,-74.004775,00:00:35,00:16:39,25:30.3,50:28.6,3.107488241,1 days 17:02:03,310.7488241,147723.0,2.1035913439342555
364,1942,1481308,402215,54954,bicycle,RedFarm Hudson,Chinese,Soft & Crunchy Vegetable Fried Rice,1,Rice & Noodles,06:52.0,40.73421385,-74.00620203,40.72151289,-74.00924045,08:14.6,20:35.1,30:25.6,39:59.3,1.433591717,0 days 21:54:02,143.35917170000002,78842.0,1.818309678851374
365,1943,1421261,76907,99219,bicycle,Han Dynasty,Chinese,Lo Mein,1,Kids/Baby Adults,08:54.6,40.732213,-73.988072,40.7205504,-73.992791,39:11.2,49:03.9,00:53.8,07:57.5,1.355087965,0 days 16:56:04,135.50879650000002,60964.0,2.2227674775277215
366,1950,1462169,66329,52502,bicycle,Lure Fishbar,Seafood,Shrimp Tempura,1,Rolls: Cut or Hand,05:50.6,40.72463457,-73.99840236,40.7213603,-74.0032077,07:58.2,40:28.5,49:48.5,55:11.4,0.545006222,1 days 13:53:02,54.5006222,136382.0,0.3996174143215381
367,1955,1403011,80795,16610,car,Socarrat Paella Bar,South American,Calamares A La Plancha,1,Tapas,24:24.1,40.72461029,-73.99517815,40.722769,-73.998027,05:35.4,36:04.2,19:24.4,23:36.7,0.315815033,1 days 10:41:01,31.5815033,124861.0,0.25293328821649674
368,1959,1374370,377260,148770,bicycle,sweetgreen,Salad,House Tea,1,Drinks,09:48.7,40.72132319,-74.00973201,40.7236764,-74.0107235,47:18.8,55:12.2,04:50.7,08:47.2,0.274418518,0 days 11:49:09,27.4418518,42549.0,0.6449470445838915
369,1966,1347582,96921,57186,bicycle,The Palm Too,Steak,Classic Caesar Salad,1,Dinner Salads,10:56.1,40.75157468,-73.97091304,40.769992,-73.959652,31:13.3,45:35.9,13:25.7,28:04.8,2.255463274,1 days 05:01:07,225.54632739999997,104467.0,2.1590198569883308
370,1967,1274791,59749,61162,bicycle,Bareburger,Burger,Barest Burger,1,Bareburgers,04:00.5,40.7684888,-73.95518219,40.784797,-73.953658,06:44.9,00:31:56,37:43.3,51:34.2,1.815584114,1 days 15:02:00,181.5584114,140520.0,1.2920467648733276
371,1974,1369236,121706,151467,bicycle,Anjappar Chettinad,Indian,Kuli Paniyaram,2,Starters,06:55.5,40.742596,-73.982808,40.756804,-73.9981532,07:12.8,09:03.1,36:24.2,54:36.6,2.041782164,0 days 20:02:07,204.17821639999997,72127.0,2.830815317426206
372,1976,1449358,260680,7833,bicycle,Tamarind TriBeCa,Indian,Saag Paneer,1,Vegetarian Specialties,05:28.3,40.71926893,-74.00874988,40.7164323,-73.9909266,00:07.2,17:39.3,36:49.6,46:31.4,1.538533899,1 days 03:13:09,153.8533899,97989.0,1.5701087867005479
373,1979,1393394,47440,17402,bicycle,Bareburger,Burger,Barest Burger,1,Bareburgers,09:12.9,40.72847826,-73.99839184,40.7151704,-74.0116009,41:45.4,53:16.1,05:36.6,22:00.9,1.851868362,1 days 03:55:00,185.18683620000002,100500.0,1.8426550865671643
374,1983,1361214,62730,122837,bicycle,sweetgreen,Salad,House Tea,1,Drinks,07:10.2,40.72132319,-74.00973201,40.720116,-73.999297,00:49.6,13:25.1,00:24:43,33:06.8,0.891780441,0 days 20:59:03,89.1780441,75543.0,1.1804938127953615
375,1984,1390515,385033,154377,car,RedFarm Broadway,Chinese,Five Flavor Chicken Dumplings (4),1,Dim Sum,07:38.5,40.7821167,-73.9807391,40.7749992,-73.9574428,40:37.6,41:55.5,21:46.5,37:18.5,2.119475649,0 days 16:49:09,211.9475649,60549.0,3.500430476143289
376,1987,1299047,82041,9549,bicycle,Jane Restaurant,Breakfast,Latte,1,Coffees,07:38.6,40.72717746,-74.00048375,40.720479,-74.001549,00:33:14,37:23.1,13:42.7,20:49.2,0.749279027,0 days 11:15:06,74.9279027,40506.0,1.8497976275119736
377,1994,1341861,39334,104533,bicycle,Old Homestead Steakhouse,Steak,"String Beans, Caramelized Onions, Pancetta",1,Side Offerings (dinner),05:29.7,40.74117178,-74.00488792,40.734397,-74.000786,03:26.8,17:34.3,35:23.5,43:06.5,0.828281939,0 days 21:50:05,82.8281939,78605.0,1.0537267845556897
378,1996,1303719,308651,128139,car,Blue Ribbon Brooklyn,American,Greek,1,Salads,05:25.7,40.67425095,-73.98229415,40.670584,-73.975624,44:06.1,51:55.7,05:15.7,11:03.3,0.695608784,0 days 13:37:02,69.5608784,49022.0,1.4189726734935337
379,2000,1392059,383826,158180,bicycle,Song Thai Restaurant & Bar,Thai,Spicy Squid Salad,1,Appetizers,05:27.7,40.67347806,-73.98262702,40.69459,-73.995491,06:07.4,00:19:04,32:55.1,49:03.2,2.584367321,1 days 05:04:07,258.43673210000003,104647.0,2.469604786568177
380,2002,1283047,41672,72480,car,Otto Enoteca Pizzeria,Italian,Three Cheese,1,Cheese,05:05.0,40.73206376,-73.99615467,40.738804,-74.009342,13:17.6,28:48.7,42:38.1,59:19.6,1.342056185,1 days 08:12:06,134.20561849999999,115926.0,1.1576835093076616
381,2018,1302138,49034,39443,bicycle,The Grey Dog - University,Coffee,Arnold Palmer,1,Juice,03:35.3,40.73378729,-73.99303526,40.7247072,-73.981175,17:14.7,18:15.5,42:37.3,53:42.3,1.421482275,0 days 12:05:08,142.1482275,43508.0,3.2671744851521556
382,2028,1391093,146588,143261,bicycle,Sushi of Gari,Sushi,Miso,1,Soup,07:34.7,40.77156871,-73.95278683,40.7855606,-73.9546989,45:49.6,55:48.4,17:58.6,37:34.4,1.562155399,1 days 05:34:06,156.21553989999998,106446.0,1.4675566944741933
383,2032,1488446,54630,165094,bicycle,V-Nam Cafe,Vietnamese,Vermicelli Spring Roll,1,Rice Vermicelli Noodles,11:18.7,40.72350568,-73.98831444,40.727323,-73.991729,00:23:19,34:32.3,45:20.4,50:49.1,0.512752416,0 days 16:42:00,51.2752416,60120.0,0.8528815968063873
384,2033,1451591,397588,46602,bicycle,Kanoyama,Sushi,Sashimi Delux,1,Sushi bar,07:52.2,40.730391,-73.98638613,40.7392097,-73.9824803,41:45.6,55:49.8,12:17.7,21:18.6,1.03338995,0 days 23:05:01,103.33899499999998,83101.0,1.243534915343979
385,2039,1275452,76942,86938,car,California Pizza Kitchen,Pizza,Five Cheese and Fresh Tomato,1,Original Hand-Tossed Pizzas,06:47.3,40.74466624,-73.98334441,40.7520764,-74.0010156,27:43.2,52:51.9,07:44.2,00:22:04,1.704239933,1 days 15:28:05,170.4239933,142085.0,1.1994509856775875
386,2048,1372378,304291,10940,bicycle,P.J. Clarke's,American,Shoestring Fries,1,Sides,03:45.1,40.77196187,-73.98262024,40.75094645,-73.98795924,02:01.8,08:25.3,00:17:21,40:39.7,2.376891014,1 days 05:42:02,237.6891014,106922.0,2.2230139858962605
387,2057,1439053,86449,142394,bicycle,The Meatball Shop,Italian,Saut̩ed Broccoli,1,Green Market,02:04.8,40.72154512,-73.98884243,40.725785,-73.999426,50:29.3,56:16.8,05:35.8,11:22.4,1.010546368,0 days 11:34:01,101.0546368,41641.0,2.426806195816623
388,2064,1480155,332635,23359,bicycle,TAO,Japanese,TAO Lo Mein with Roast Pork,1,Sophisticated Noodles and Rice,06:48.5,40.76285776,-73.971619,40.73324983,-73.99608884,16:26.4,00:30:43,38:03.3,52:45.5,3.883466125,1 days 04:58:08,388.3466125,104288.0,3.723790009397054
389,2065,1464966,259341,158962,bicycle,Joe's Shanghai �_�������,Chinese,Crab Meat with Pork Soup Dumplings,3,Appetizers,06:07.9,40.71464248,-73.99764195,40.727405,-73.991802,44:21.1,48:48.5,13:15.3,00:16:33,1.500692331,0 days 07:45:01,150.0692331,27901.0,5.378632776602989
390,2067,1291052,9666,113563,bicycle,Carnegie Deli,Deli,Bowl of Cottage Cheese,1,Blintzes,02:16.9,40.76413503,-73.98119223,40.7671561,-73.9833115,49:27.3,56:35.5,19:49.8,32:04.9,0.380223597,0 days 19:23:03,38.0223597,69783.0,0.5448656506599029
391,2082,1388509,63890,23359,bicycle,2nd Ave Deli,Deli,Frankfurter,3,Franks and Knishes,06:36.5,40.74529931,-73.97913758,40.740429,-73.979466,08:23.6,41:49.4,49:40.4,56:22.8,0.541553635,1 days 16:08:02,54.1553635,144482.0,0.37482429299151454
392,2088,1308780,365244,22502,bicycle,Bareburger,Burger,Supreme,1,Bareburgers,04:20.2,40.67176012,-73.97760519,40.65214519,-73.95781196,01:11.5,07:25.8,22:45.3,40:11.5,2.747008784,0 days 23:40:05,274.7008784,85205.0,3.223999511765742
393,2097,1340785,103503,119153,car,RedFarm Broadway,Chinese,Katz�۪s Pastrami Egg Roll,1,Starters & Salads,03:46.0,40.7821167,-73.9807391,40.78344912,-73.94764557,20:31.1,00:53:14,03:16.8,22:32.6,2.797367068,2 days 03:58:07,279.7367068,187087.0,1.4952225798692587
394,2101,1295408,103526,123581,bicycle,Carnegie Deli,Deli,Kasha Giant Knish,1,Frank & Knish Korner,04:47.8,40.76413503,-73.98119223,40.765634,-73.971029,37:20.9,56:33.3,11:51.7,19:26.3,0.874112598,1 days 02:47:00,87.4112598,96420.0,0.906567722464219
395,2104,1349481,49631,139444,bicycle,The Meatball Shop,Italian,Special Ball Kitchen Sink Salad,1,The Kitchen Sink Salad,05:17.8,40.77149125,-73.95633415,40.763591,-73.964246,37:12.6,54:40.2,04:00.4,12:12.7,1.102682506,1 days 01:39:09,110.2682506,92349.0,1.1940383826570944
396,2105,1300910,53156,60761,bicycle,The Meatball Shop,Italian,Daily Risotto,1,Stick To Your Bones,09:58.4,40.72154512,-73.98884243,40.7321287,-73.9886136,01:57.5,06:18.9,21:09.3,27:27.3,1.175451057,0 days 10:39:04,117.54510570000001,38344.0,3.0655410416232005
397,2122,1411442,389155,90681,bicycle,The Meatball Shop,Italian,White Beans,1,Stick To Your Bones,06:33.6,40.74596311,-74.00169729,40.741901,-74.001361,16:00.8,16:54.8,39:14.3,44:12.4,0.45198641,0 days 05:52:01,45.198641,21121.0,2.1399858434733203
398,2127,1313734,125510,140684,bicycle,Blue Ribbon Sushi Izakaya,Japanese,Dragon,1,Maki,05:52.2,40.72197958,-73.98814821,40.7261258,-73.9956614,23:45.3,30:52.3,43:13.2,51:00.9,0.784160924,0 days 14:54:07,78.4160924,53647.0,1.4617050795011837
399,2136,1302336,361728,133293,bicycle,The Meatball Shop,Italian,Chicken,1,Naked Balls,04:54.5,40.72154512,-73.98884243,40.7539767,-73.9650481,40:53.5,45:58.7,10:48.7,28:28.4,4.124347004,0 days 22:44:09,412.43470039999994,81849.0,5.03897054820462
400,2139,1275484,51295,59989,car,Luke's Lobster,Seafood,Lobster Roll,1,Rolls,03:43.3,40.77483281,-73.9544744,40.76473026,-73.96462848,30:40.3,45:52.3,50:42.3,59:26.9,1.411931886,0 days 23:56:06,141.1931886,86166.0,1.6386183483044356
401,2140,1322723,340592,144919,bicycle,sweetgreen,Salad,Kale Caesar,1,Signatures,10:09.2,40.72132319,-74.00973201,40.71509,-74.014192,28:31.6,47:13.4,03:32.8,10:22.3,0.788116003,1 days 01:31:03,78.8116003,91863.0,0.8579253921600644
