delivery_id,customer_id,courier_id,vehicle_type,pickup_place,place_category,item_name,item_quantity,item_category_name,how_long_it_took_to_order,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,when_the_delivery_started,when_the_courier_arrived_at_pickup,when_the_courier_left_pickup,when_the_courier_arrived_at_dropoff
1421494,92832,10940,bicycle,Five Guys Burgers and Fries,Burger,Cheese Dog,1,Dogs,,40.80440427,-73.96643044,40.800383,-73.95099,08:07.6,07:58.2,38:18.8,46:13.9
1390926,52062,143261,bicycle,Mediterraneo Restaurant,,,,,07:41.6,40.76506267,-73.96118433,40.772408,-73.952949,29:42.3,41:21.5,50:38.2,01:15.5
1307771,101042,104989,bicycle,Juice Generation,Juice Bar,PB Acai,1,Acai Bowls,,40.7512908,-73.9765107,40.771439,-73.981022,00:57.8,23:06.5,44:57.2,20:25.5
1282272,97991,72941,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,Sake,1,Taiseyo (Atlantic Ocean),10:21.7,40.76765291,-73.98292546,40.74882755,-73.99013895,02:41.0,11:48.2,28:00.7,45:08.7
1374826,381811,125504,bicycle,sweetgreen,Salad,House Lemonade (NoMad only),1,Drinks,,40.74507859,-73.98882151,40.7458979,-74.0032669,19:31.2,24:41.6,40:04.4,49:20.4
1339564,83095,113822,bicycle,Republic,,Grilled Chicken Skewers,1,Small Dishes,08:34.3,40.73682776,-73.99064541,40.728606,-73.995143,43:46.8,55:56.8,05:49.9,18:59.7
1333731,87569,67103,truck,Blue Ribbon Sushi Izakaya,Japanese,Pork Ribs,1,Meat,07:50.1,40.72197958,-73.98814821,40.8260054,-73.9519318,37:08.0,,,14:41.0
1356911,375631,20217,car,Whiskey Soda Lounge,,,,,04:12.2,40.68776343,-74.00123247,40.6873549,-73.970954,33:27.4,43:22.9,56:13.1,06:11.6
1487030,253353,116881,bicycle,"Doughnut Plant LES, Inc.",Donut,Vanilla Bean & Jam,1,Filled Square Dougnuts,,40.71624093,-73.98868203,40.7103768,-74.0104657,17:57.5,20:40.6,30:31.3,51:53.9
1420802,92364,115756,bicycle,Sushi of Gari 46,Sushi,Fried Oyster Roll,1,Special Sushi Rolls,,40.76065444,-73.98958275,40.7363564,-73.9808007,40:57.3,47:34.7,15:23.4,34:28.3
1485852,342025,61900,bicycle,sweetgreen,Salad,Harvest Bowl,1,Signatures,05:49.2,40.72132319,-74.00973201,40.7195898,-73.9998334,13:26.0,54:30.8,01:14.5,16:41.4
1413400,60703,67430,bicycle,Sarabeth's,American,,,,03:02.3,40.74257883,-73.98433728,40.737149,-73.979189,40:16.4,42:57.1,03:46.5,09:52.0
1273258,120353,30743,bicycle,Parm,Italian,House Roasted Turkey,1,Sandwiches,05:16.4,40.72301983,-73.995854,40.7062843,-74.016943,13:28.5,18:11.8,28:15.7,47:53.2
1326272,50633,138061,car,Shake Shack,Burger,Original Shake,1,Shakes,,40.77912607,-73.95490489,40.7667297,-73.9561113,10:37.5,09:17.8,27:38.1,37:03.2
1301033,193579,7833,bicycle,Momofuku Milk Bar,Dessert,Confetti Cookie,1,Cookies,,40.73179547,-73.98567259,40.752908,-74.003664,13:01.7,11:39.5,33:29.2,49:42.6
1291447,121687,69889,bicycle,Joe's Pizza,,,,,,40.74381089,-73.99945923,40.7764061,-73.98911,58:18.5,,,47:26.5
1429166,143796,39733,bicycle,S'MAC,American,Mediterranean,1,Sarita's Recommendation,,40.74549045,-73.9794188,40.74133,-73.990735,21:53.0,40:05.1,13:28.2,24:39.5
1329624,131490,134189,car,Shake Shack,Burger,Fries,3,Fries,,40.77912607,-73.95490489,40.76624934,-73.95382786,14:12.0,18:31.9,50:53.3,06:37.6
1296576,129670,119153,car,Momofuku Milk Bar,Dessert,B'day Cake Truffles,1,Cake Truffles,,40.73179547,-73.98567259,40.7386494,-74.009294,42:26.6,09:38.1,42:27.7,08:13.1
1445369,239887,118659,walker,Joe's Pizza,Pizza,Coke,1,Drinks,,40.73340228,-73.98751098,40.7425062,-73.9925644,18:01.8,57:51.3,12:11.3,26:23.5
1375133,66373,152741,car,Juice Press,Juice Bar,Matcha Superfood Bowl,1,Raw Foods,,40.72333972,-73.99457216,40.72206901,-73.99674398,00:51.0,08:58.5,24:51.5,26:24.4
1391763,93138,67430,bicycle,Emack & Bolio's Ice Cream,,,,,,40.77387897,-73.9517077,40.7802076,-73.9557811,42:15.6,49:02.5,01:52.5,13:26.1
1400098,242967,166448,car,"Doughnut Plant LES, Inc.",Donut,Chocolate Milk,1,Milk,,40.71624093,-73.98868203,40.7199995,-73.9994242,02:26.2,09:25.6,21:46.0,39:20.2
1375163,62941,124045,bicycle,Pommes Frites,,Pommes Frites,1,Pommes Frites,,40.72816966,-73.98791271,40.74577,-73.979774,04:03.0,27:16.9,41:06.8,57:25.3
1398254,70001,140794,walker,J. G. Melon,Burger,Bacon Cheeseburger,3,Main Menu,07:12.6,40.77113521,-73.9596231,40.7704492,-73.9577275,15:37.4,21:19.2,35:13.1,36:09.8
1308681,71139,46764,bicycle,Katz's Delicatessen,,Macaroni Salad,1,Salads,,40.72230707,-73.98735166,40.70257168,-73.98533541,30:48.9,42:03.3,03:53.1,19:39.3
1321249,50563,39733,bicycle,J. G. Melon,Burger,Cheeseburger,2,Main Menu,06:34.1,40.77113521,-73.9596231,40.785253,-73.956828,08:09.5,21:00.8,31:20.8,40:49.6
1479346,102691,175555,car,Motorino,Pizza,,,,14:59.1,40.73009059,-73.98403885,40.7851086,-73.95690214,07:21.4,33:48.7,39:36.3,16:52.1
1460397,93797,65763,bicycle,ilili Restaurant,Middle Eastern,Warm Eggplant,1,Vegetables,09:36.6,40.74418795,-73.98753094,40.7056777,-74.0094714,02:26.3,,,00:43.8
1319341,360014,130599,bicycle,T & R Pizza,,,,,,40.783601,-73.977991,40.78267962,-73.97675094,46:42.3,44:22.1,48:41.3,50:28.0
1288727,92006,144384,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,Spicy Tuna & Tempura Flakes,1,Maki (Special Rolls),,40.76765291,-73.98292546,40.7632329,-73.9783103,07:23.4,09:27.9,49:33.4,54:23.8
1397781,335550,158791,car,Habana To Go,,Chicken & Corn Salad,2,Soups & Salads,05:38.4,40.722912,-73.994089,40.7395925,-73.992171,29:06.6,07:39.7,18:16.1,29:33.1
1461185,363561,175485,bicycle,Shake Shack,Burger,Original Shake,3,Shakes,,40.78082577,-73.97648335,40.7894893,-73.9749716,05:44.5,12:16.5,37:15.8,48:33.0
1383063,371683,132725,bicycle,Momofuku Noodle Bar,,Spicy Miso Ramen,2,Bowls,,40.7291104,-73.98424546,40.73955992,-73.9973585,05:22.0,06:46.9,51:03.7,02:23.2
1331452,283310,93783,bicycle,Shake Shack,Burger,Hamburger,1,Burgers,,40.71527933,-74.01486039,40.7139538,-74.0096019,36:08.5,45:42.3,07:06.9,14:01.4
1338841,259501,138061,car,Doughnut Plant Chelsea,Donut,Oatmeal,1,Cake Doughnut of the Day,,40.74456392,-73.99663005,40.80513655,-73.96284537,15:09.7,40:01.1,15:09.5,35:52.7
1475631,61181,43196,bicycle,The Meatball Shop,Italian,Ice Cream Sandwich,1,Desserts,12:50.7,40.72154512,-73.98884243,40.739192,-73.987326,08:29.5,23:19.2,36:47.9,45:53.0
1449512,347174,19432,car,Doughnut Plant Chelsea,Donut,Triple Chocolate,1,Cake Dougnhuts,,40.74456392,-73.99663005,40.8056315,-73.9638949,13:21.6,24:39.8,43:29.9,11:08.0
1391879,263426,39733,bicycle,Nobu Next Door,Sushi,King Salmon,2,Dinner Sushi & Sashimi,06:54.3,40.71938641,-74.0086925,40.7170753,-74.004833,52:39.9,08:27.1,36:47.4,42:50.8
1344900,42755,108006,bicycle,Blue Ribbon Fried Chicken,American,The Bird,1,Party Platter,,40.72434,-73.99096,40.7389323,-74.0088234,32:58.2,49:26.6,04:46.3,20:44.9
1455814,369272,164384,car,Doughnut Plant Chelsea,Donut,Peanut Butter & Jam,3,Filled Square Dougnuts,,40.74456392,-73.99663005,40.767651,-73.966875,16:56.8,21:05.8,28:55.4,42:37.2
1299593,155145,156508,bicycle,La Esquina Taqueria,,Bistec,1,Tacos,11:28.3,40.72135375,-73.99752529,40.736889,-73.983087,33:37.8,,,42:40.3
1365554,376578,118095,bicycle,Shake Shack,Burger,Smoke Shack,1,Burgers,,40.71527933,-74.01486039,40.72129926,-74.00517649,03:38.6,09:30.7,30:50.2,58:00.0
1317964,74424,144919,bicycle,Shake Shack,Burger,ShackBurger,1,Burgers,,40.69214641,-73.98886538,40.688882,-73.9958319,40:59.4,40:39.5,57:59.4,07:38.3
1289666,89026,116881,bicycle,Blue Smoke,BBQ,Macaroni & Cheese,1,Sides,11:39.6,40.742334,-73.9838552,40.7363754,-73.9989104,40:04.2,,,14:09.1
1480348,149239,142140,car,Maimonide of Brooklyn,Vegetarian,Mob Cheeseburger Deluxe,1,Entrees,07:57.8,40.68520141,-73.98021082,40.64935581,-73.96446277,53:36.8,45:03.5,56:32.2,18:59.8
1400812,333957,147789,car,Han Dynasty,Chinese,Pork Belly in Garlic Sauce,1,Cold Appetizers,05:09.6,40.732213,-73.988072,40.707282,-74.004775,00:35.0,16:39.0,25:30.3,50:28.6
1400812,333957,147789,car,Han Dynasty,Chinese,String Beans with Minced Pork,1,Vegetables,05:09.6,40.732213,-73.988072,40.707282,-74.004775,00:35.0,16:39.0,25:30.3,50:28.6
1296984,69468,130705,bicycle,Momofuku Milk Bar,Dessert,Chocolate Chip Cake Truffles,1,Cake Truffles,,40.73179547,-73.98567259,40.7442322,-73.996266,26:10.3,31:12.1,59:02.4,11:06.3
1380656,369608,155234,bicycle,Crif Dogs,,New Yorker,15,Crif Dogs,,40.72704085,-73.98383596,40.7449141,-73.9866212,10:02.1,08:43.6,40:33.1,58:54.2
1312731,314250,79847,bicycle,$10 Blue Ribbon Fried Chicken Sandwich,,$10 Fresh & Co Santa Fe Salad,1,Today's Special,,40.72434,-73.99096,40.73994724,-73.9921243,34:56.2,,,21:49.2
1340235,128600,99219,bicycle,Blue Ribbon Fried Chicken,American,Breast,2,By the Piece,,40.72434,-73.99096,40.7163409,-74.01228475,12:12.9,12:34.5,27:21.7,43:59.4
1481308,402215,54954,bicycle,RedFarm Hudson,Chinese,Soft & Crunchy Vegetable Fried Rice,1,Rice & Noodles,06:52.0,40.73421385,-74.00620203,40.72151289,-74.00924045,08:14.6,20:35.1,30:25.6,39:59.3
1421261,76907,99219,bicycle,Han Dynasty,Chinese,Lo Mein,1,Kids/Baby Adults,08:54.6,40.732213,-73.988072,40.7205504,-73.992791,39:11.2,49:03.9,00:53.8,07:57.5
1452216,110370,142140,car,Shake Shack,Burger,Original Shake,1,Shakes,,40.77912607,-73.95490489,40.786941,-73.952752,21:38.2,33:32.1,43:20.1,50:13.0
1322832,180821,101359,bicycle,Village Taverna,,,,,01:41.6,40.73332252,-73.99321547,40.7236764,-74.0107235,47:18.7,52:47.9,09:36.4,32:02.0
1382970,352130,67430,bicycle,TAO,Japanese,Kung Pao Chicken,1,From the Sky,02:04.6,40.76285776,-73.971619,40.7758009,-73.9508697,54:18.4,12:17.6,21:07.4,35:31.8
1292636,360884,31230,car,Momofuku Milk Bar,Dessert,B'day Cake Truffles,1,Cake Truffles,,40.73179547,-73.98567259,40.7417859,-73.9820011,09:05.3,26:50.3,35:09.5,39:30.8
1355634,106006,153795,bicycle,Momofuku Milk Bar,Dessert,6 Cookies,1,Cookies,,40.73179547,-73.98567259,40.7259621,-73.9915661,05:48.0,16:33.0,32:23.4,48:28.4
1391850,46696,8625,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,House Salad,2,Salads,,40.76765291,-73.98292546,40.761364,-73.969901,51:12.9,03:50.1,04:40.1,14:55.1
1462169,66329,52502,bicycle,Lure Fishbar,Seafood,Shrimp Tempura,1,Rolls: Cut or Hand,05:50.6,40.72463457,-73.99840236,40.7213603,-74.0032077,07:58.2,40:28.5,49:48.5,55:11.4
1273643,256697,67430,bicycle,158,,,,,,40.72934341,-74.00092316,40.764819,-73.9749439,13:56.0,21:04.5,32:54.5,19:07.1
1275488,149238,91932,bicycle,Chipotle Mexican Grill $1.99 Delivery,Mexican,,,,,40.76591209,-73.95724624,40.76991791,-73.95830559,31:02.9,43:29.2,52:30.8,57:13.1
1460699,103627,170291,bicycle,Whole Foods Market,Grocery Store,Milk Chocolate Crispy Crepes,1,Cookies,,40.6753166,-73.9885326,40.698193,-73.984208,26:53.7,30:04.6,00:22.9,25:26.9
1474689,316703,157086,car,Doughnut Plant Chelsea,Donut,Wild Blueberry,1,Cake Dougnhuts,,40.74456392,-73.99663005,40.80228232,-73.9617161,34:18.3,57:54.2,06:35.7,31:01.8
1403011,80795,16610,car,Socarrat Paella Bar,South American,Calamares A La Plancha,1,Tapas,24:24.1,40.72461029,-73.99517815,40.722769,-73.998027,05:35.4,36:04.2,19:24.4,23:36.7
1399854,365740,163796,motorcycle,Magnolia Bakery,Dessert,Vanilla Cupcake,2,Classic Cupcakes,,40.73589287,-74.00520444,40.72637121,-73.99917068,37:46.1,48:03.1,58:52.7,08:10.5
1388506,123269,152741,car,Kellogg's Diner,American,Turkey Bacon,1,Breakfast Sides,03:24.3,40.71382351,-73.95159864,40.7174141,-73.9526275,08:19.1,06:01.1,30:50.7,42:11.3
1353699,20579,91807,walker,McDonald's,Fast Food,McDouble,1,Burgers & Sandwiches,,40.72969074,-73.98978362,40.73277347,-73.97769774,57:39.3,,,26:38.9
1374370,377260,148770,bicycle,sweetgreen,Salad,House Tea,1,Drinks,09:48.7,40.72132319,-74.00973201,40.7236764,-74.0107235,47:18.8,55:12.2,04:50.7,08:47.2
1346604,197832,117223,bicycle,The Meatball Shop,Italian,Classic Beef,1,Naked Balls,04:49.2,40.72154512,-73.98884243,40.72779026,-73.9867666,56:01.3,05:51.1,18:39.9,23:15.6
1314606,347226,62487,car,Zabar's,Deli,Homemade Consomme by Zabar's - 1qt,1,Soups,,40.78482167,-73.97969862,40.72199094,-74.00745483,49:23.3,29:07.6,42:57.7,01:55.0
1490295,54630,108004,bicycle,Sushi of Gari Tribeca,Japanese,,,,,40.71672576,-74.00825065,40.727323,-73.991729,09:35.9,25:03.0,59:22.9,12:14.9
1380826,229946,133293,bicycle,Chipotle Mexican Grill $1.99 Delivery,Mexican,Burrito Bowl,1,Entree,,40.72592867,-73.99639476,40.7245558,-73.9915821,32:05.5,34:45.2,11:35.0,17:14.3
1362591,72726,93783,bicycle,Katz's Delicatessen,,Fruit and Filling Pies,1,Desserts,,40.72230707,-73.98735166,40.72469283,-74.0084476,18:04.6,16:40.6,33:30.6,44:09.8
1295625,97255,138873,car,Parm,Italian,Zesty Corn,1,Vegetables,,40.72301983,-73.995854,40.7449153,-73.97698567,02:15.3,08:30.9,27:58.1,39:12.4
1347582,96921,57186,bicycle,The Palm Too,Steak,Classic Caesar Salad,1,Dinner Salads,10:56.1,40.75157468,-73.97091304,40.769992,-73.959652,31:13.3,45:35.9,13:25.7,28:04.8
1274791,59749,61162,bicycle,Bareburger,Burger,Barest Burger,1,Bareburgers,04:00.5,40.7684888,-73.95518219,40.784797,-73.953658,06:44.9,31:56.0,37:43.3,51:34.2
1400098,242967,166448,car,"Doughnut Plant LES, Inc.",Donut,Chocolate Chip Cookie,1,Cake Doughnut of the Day,,40.71624093,-73.98868203,40.7199995,-73.9994242,02:26.2,09:25.6,21:46.0,39:20.2
1323174,68300,142394,bicycle,Blue Ribbon Fried Chicken,American,Strawberry,1,Milkshakes,,40.72434,-73.99096,40.7053531,-74.0137451,46:38.2,00:21.9,25:02.5,46:05.1
1304384,68408,8625,bicycle,Candle 79,Vegetarian,Live Avocado-Tomato Tartare,1,Starters (dinner),27:06.2,40.77485025,-73.958766,40.756476,-73.966897,41:11.3,15:38.2,22:29.7,34:25.3
1440349,84346,53095,bicycle,Tortilla Flats,Mexican,,,,04:28.8,40.7375567,-74.00818752,40.7236764,-74.0107235,53:18.8,28:12.9,37:32.7,46:40.4
1410873,91032,142140,car,Empanada Mama (closed),Mexican,Cheese,1,Corn Flour,02:43.1,40.764217,-73.988321,40.7676847,-73.9835946,26:28.2,39:05.2,55:34.5,08:01.5
1414861,83276,46764,bicycle,JB Prince,,,,,,40.7457475,-73.9841156,40.7385961,-73.9879372,14:45.2,22:15.4,37:35.3,43:35.1
1369236,121706,151467,bicycle,Anjappar Chettinad,Indian,Kuli Paniyaram,2,Starters,06:55.5,40.742596,-73.982808,40.756804,-73.9981532,07:12.8,09:03.1,36:24.2,54:36.6
1283548,47235,62860,bicycle,Blue Ribbon Fried Chicken,American,Tender,1,By the Piece,,40.72434,-73.99096,40.752479,-73.989536,13:02.5,,,51:50.8
1449358,260680,7833,bicycle,Tamarind TriBeCa,Indian,Saag Paneer,1,Vegetarian Specialties,05:28.3,40.71926893,-74.00874988,40.7164323,-73.9909266,00:07.2,17:39.3,36:49.6,46:31.4
1407239,22405,162381,van,The Little Beet ,Vegetarian,,,,08:42.9,40.76038,-73.981567,40.7651363,-73.9807411,38:55.0,14:00.4,21:54.7,31:07.5
1319948,42385,139558,bicycle,Song Thai Restaurant & Bar,Thai,Moo Kraprow,1,Entrees,,40.67347806,-73.98262702,40.6853089,-74.001715,29:25.7,05:13.3,22:32.5,30:23.6
1393394,47440,17402,bicycle,Bareburger,Burger,Barest Burger,1,Bareburgers,09:12.9,40.72847826,-73.99839184,40.7151704,-74.0116009,41:45.4,53:16.1,05:36.6,22:00.9
1469849,328173,118093,scooter,La Esquina Taqueria,,Plato Julia,1,Plates,02:56.4,40.72135375,-73.99752529,40.7494001,-73.9873564,21:39.4,22:15.8,28:05.7,42:50.3
1362760,52832,30774,bicycle,L'Express,French,Grilled Asparagus,1,Sides,,40.73826313,-73.9878381,40.778028,-73.953851,40:42.3,48:40.2,16:13.0,51:50.6
1475260,396788,19432,car,Mighty Quinn's BBQ,BBQ,Sweet Potato Casserole,1,Sides,,40.72751895,-73.9886713,40.7523581,-73.9655482,18:52.3,16:34.4,29:54.1,45:22.0
1361214,62730,122837,bicycle,sweetgreen,Salad,House Tea,1,Drinks,07:10.2,40.72132319,-74.00973201,40.720116,-73.999297,00:49.6,13:25.1,24:43.0,33:06.8
1390515,385033,154377,car,RedFarm Broadway,Chinese,Five Flavor Chicken Dumplings (4),1,Dim Sum,07:38.5,40.7821167,-73.9807391,40.7749992,-73.9574428,40:37.6,41:55.5,21:46.5,37:18.5
1399102,339930,162603,car,Hu Kitchen,Gluten-Free,,,,,40.73567676,-73.99382953,40.769095,-73.981598,29:03.9,,,18:20.5
1473228,98282,5935,bicycle,Momofuku Noodle Bar,,Momofuku Ramen,1,Bowls,,40.7291104,-73.98424546,40.7438455,-73.9876416,37:51.8,45:53.5,57:13.0,11:24.9
1299047,82041,9549,bicycle,Jane Restaurant,Breakfast,Latte,1,Coffees,07:38.6,40.72717746,-74.00048375,40.720479,-74.001549,33:14.0,37:23.1,13:42.7,20:49.2
1491424,391367,172130,walker,Veselka,Russian,Small Plate of Pierogis,1,Handmade Varenyky (Pierogi),07:29.8,40.72913623,-73.98697151,40.7235314,-73.9823242,08:43.5,10:31.1,23:51.1,29:44.9
1360556,68096,57186,bicycle,Sant Ambroeus,Italian,,,,05:13.8,40.723576,-73.996316,40.756086,-73.985945,34:57.9,54:54.0,00:43.9,21:03.2
1449482,154339,132771,bicycle,Chipotle Mexican Grill $1.99 Delivery,Mexican,Salad,1,Entree,,40.72254287,-73.99776936,40.720367,-73.988736,10:07.6,21:04.6,39:24.8,57:31.1
1415989,67848,165255,bicycle,Serafina Meatpacking,Italian,,,,02:37.2,40.73961214,-74.00623646,40.729904,-74.0071552,18:22.3,19:47.4,37:38.0,48:44.6
1309750,302790,147300,bicycle,Carmine's,Italian,Chocolate Cannoli,1,Desserts,,40.75759514,-73.98686886,40.77391939,-73.98741753,52:40.5,58:44.4,44:46.7,04:48.4
1317565,299365,99219,bicycle,La Esquina Taqueria,,Mango,3,Salads,03:27.9,40.72135375,-73.99752529,40.75401399,-73.99306433,09:11.9,14:14.2,27:33.9,46:34.4
1341861,39334,104533,bicycle,Old Homestead Steakhouse,Steak,"String Beans, Caramelized Onions, Pancetta",1,Side Offerings (dinner),05:29.7,40.74117178,-74.00488792,40.734397,-74.000786,03:26.8,17:34.3,35:23.5,43:06.5
1397377,307497,154377,car,Whole Foods Market,Grocery Store,100% Whole Grain 5 Grain Cereal,1,Cereal,,40.723955,-73.991829,40.8288547,-73.9491109,55:44.0,44:59.6,21:17.1,03:24.1
1303719,308651,128139,car,Blue Ribbon Brooklyn,American,Greek,1,Salads,05:25.7,40.67425095,-73.98229415,40.670584,-73.975624,44:06.1,51:55.7,05:15.7,11:03.3
1321248,155024,138873,car,Meme Mediterranean,Mediterranean,,,,16:11.3,40.73635,-74.00588,40.732557,-74.004401,09:36.8,21:21.0,33:34.8,41:15.3
1332233,228117,71060,bicycle,Wendy's,Fast Food,,,,,40.79806,-73.93992,40.780543,-73.950718,06:04.4,07:40.4,18:00.2,30:50.6
1306367,105619,122096,car,J. G. Melon,Burger,Cheeseburger,2,Main Menu,04:10.1,40.77113521,-73.9596231,40.776528,-73.9891005,49:44.6,06:09.9,14:06.7,36:28.4
1392059,383826,158180,bicycle,Song Thai Restaurant & Bar,Thai,Spicy Squid Salad,1,Appetizers,05:27.7,40.67347806,-73.98262702,40.69459,-73.995491,06:07.4,19:04.0,32:55.1,49:03.2
1274986,127934,47204,bicycle,Blue Ribbon Fried Chicken,American,The Blue Ribbon,1,Sandwiches,,40.72434,-73.99096,40.7141982,-73.9876874,31:03.3,34:47.7,58:16.6,09:08.6
1283047,41672,72480,car,Otto Enoteca Pizzeria,Italian,Three Cheese,1,Cheese,05:05.0,40.73206376,-73.99615467,40.738804,-74.009342,13:17.6,28:48.7,42:38.1,59:19.6
1355624,84087,149947,bicycle,sweetgreen,Salad,,,,11:41.7,40.74507859,-73.98882151,40.746516,-73.987214,01:42.9,03:35.4,30:56.3,32:32.6
1302824,69202,111793,car,Motorino,Pizza,,,,05:16.4,40.73009059,-73.98403885,40.704546,-74.008884,34:35.8,50:08.1,56:58.2,14:42.9
1457482,72343,108006,bicycle,Souvlaki GR,Eastern European,,,,20:01.4,40.72104477,-73.98719533,40.7444883,-73.9949465,14:12.5,27:56.4,44:45.9,00:48.4
1393232,154137,91932,bicycle,Mari Vanna,Eastern European,Salo Plate,1,Cold Appetizers,,40.73876871,-73.98864156,40.75907018,-73.99474406,33:38.7,47:18.8,29:08.7,46:53.3
1437943,42400,160433,walker,McDonald's,Fast Food,World Famous Fries,1,Snacks & Sides,,40.7369497,-73.99047375,40.7333415,-73.991414,01:43.4,07:46.3,19:06.3,28:51.2
1357176,108659,20124,bicycle,Rubirosa,Italian,Baked Clams,1,Appetizers,02:03.7,40.72274859,-73.99606192,40.720588,-73.979395,59:42.0,18:18.9,42:47.4,55:28.3
1376193,362068,144384,bicycle,The Kati Roll Company,Indian,Unda Shami Roll,1,Rolls,10:43.0,40.7527676,-73.98493767,40.7733045,-73.9814218,47:07.6,44:34.8,04:56.8,20:00.7
1278185,187993,67430,bicycle,sweetgreen,Salad,Wild Rice Bowl,1,Signatures,02:17.3,40.72132319,-74.00973201,40.714136,-73.991496,19:11.7,02:08.4,09:00.3,22:12.2
1432042,291891,150260,bicycle,The Kati Roll Company,Indian,Unda Beef Roll,1,Rolls,08:55.9,40.7527676,-73.98493767,40.7403993,-73.9842995,49:46.0,19:08.0,26:58.1,38:48.1
1470207,175290,65763,bicycle,Momofuku Noodle Bar,,Pork Bun,1,Buns,,40.7291104,-73.98424546,40.7045575,-74.0075814,18:36.7,26:57.0,03:55.9,42:09.2
1346297,371639,165298,car,Momofuku Milk Bar,Dessert,Crack Pie Slice,1,Pie by the Slice,,40.7871496,-73.97172231,40.78299482,-73.95492836,32:21.2,38:20.6,57:40.5,10:40.4
1489435,112528,177485,car,Branded Saloon,,,,,10:00.9,40.67941592,-73.9681925,40.674693,-73.967402,00:54.4,32:14.1,43:33.9,49:17.0
1449122,166288,139613,car,Postmates Liquor Store,Shop,,,,,40.779598,-73.947388,40.7818352,-73.9575491,35:20.8,41:29.6,00:20.0,21:37.6
1282382,120353,103001,bicycle,16 Handles,Ice Cream,Salted Caramel,2,Low Fat,,40.72271362,-73.99719,40.7062843,-74.016943,15:32.2,23:07.5,52:26.7,16:16.4
1293307,134324,143261,bicycle,Gristedes Supermarkets #056,,,,,,40.788467,-73.976793,40.788891,-73.9764152,16:37.9,,,51:08.4
1302138,49034,39443,bicycle,The Grey Dog - University,Coffee,Arnold Palmer,1,Juice,03:35.3,40.73378729,-73.99303526,40.7247072,-73.981175,17:14.7,18:15.5,42:37.3,53:42.3
1369010,109358,114393,car,Blue Ribbon Bakery Kitchen,,,,,02:45.6,40.7293862,-74.0037767,40.73079305,-73.99546801,46:41.1,55:21.2,33:29.9,40:24.7
1424327,67487,61900,bicycle,Palm Restaurant,,Wild Mushrooms,1,Vegetables and Potatoes,07:26.1,40.71635178,-74.01306509,40.7110547,-74.0054923,36:07.5,47:39.5,31:00.0,40:50.1
1282262,353331,143427,bicycle,Chipotle Mexican Grill $1.99 Delivery,Mexican,Burrito Bowl,1,Entree,,40.72254287,-73.99776936,40.72277,-74.0045948,00:19.2,06:27.6,20:18.8,26:25.8
1412453,263025,20962,walker,Shake Shack,Burger,SmokeShack,2,Burgers,,40.75845677,-73.98914047,40.8027508,-73.9341815,08:59.4,17:25.2,32:45.5,56:02.3
1345678,66612,133452,bicycle,Ess-a-Bagel,Bakery,Tuna Salad,1,Salads,,40.75625649,-73.97046536,40.7752032,-73.9502948,23:29.0,28:56.3,12:16.7,32:42.0
1337886,157886,118659,walker,Russ & Daughters,Seafood,,,,,40.72264044,-73.98834944,40.72811236,-73.9937684,53:17.1,47:17.1,02:07.1,10:06.8
1274159,76150,132725,bicycle,Citarella,,,,,,40.77191392,-73.95900894,40.75525101,-73.96452966,58:12.9,03:20.0,32:28.3,42:06.8
1385892,104336,152741,car,Duane Reade,Drug Store,,,,,40.73966991,-73.99531014,40.727405,-73.991802,35:08.7,45:40.5,51:25.3,10:34.6
1402803,313507,128139,car,Just Salad,Salad,,,,,40.766869,-73.956688,40.7670602,-73.9643129,52:51.8,00:36.4,18:56.4,25:35.5
1391093,146588,143261,bicycle,Sushi of Gari,Sushi,Miso,1,Soup,07:34.7,40.77156871,-73.95278683,40.7855606,-73.9546989,45:49.6,55:48.4,17:58.6,37:34.4
1488609,34311,157086,car,Little Creatures,,,,,,40.79515133,-73.969855,40.79964228,-73.96551093,41:57.2,08:39.7,20:30.3,26:05.6
1476301,402390,53095,bicycle,Ngam,Thai,,,,,40.7323939,-73.9878381,40.7205377,-74.0093992,17:53.8,51:10.6,01:00.0,18:15.1
1368689,380129,118093,scooter,Whole Foods Market,Grocery Store,Org Supersweet Corn,1,Frozen Vegetables,,40.79409,-73.96717,40.81379184,-73.94168184,16:59.3,34:10.7,09:30.6,25:09.1
1488446,54630,165094,bicycle,V-Nam Cafe,Vietnamese,Vermicelli Spring Roll,1,Rice Vermicelli Noodles,11:18.7,40.72350568,-73.98831444,40.727323,-73.991729,23:19.0,34:32.3,45:20.4,50:49.1
1451591,397588,46602,bicycle,Kanoyama,Sushi,Sashimi Delux,1,Sushi bar,07:52.2,40.730391,-73.98638613,40.7392097,-73.9824803,41:45.6,55:49.8,12:17.7,21:18.6
1460397,93797,65763,bicycle,ilili Restaurant,Middle Eastern,Labne,1,Dips,09:36.6,40.74418795,-73.98753094,40.7056777,-74.0094714,02:26.3,,,00:43.8
