delivery_id,customer_id,courier_id,vehicle_type,pickup_place,place_category,item_name,item_quantity,item_category_name,how_long_it_took_to_order,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,when_the_delivery_started,when_the_courier_arrived_at_pickup,when_the_courier_left_pickup,when_the_courier_arrived_at_dropoff
1457973,327168,162381,van,Melt Shop,American,Lemonade,1,Beverages,19:58.6,40.74460714,-73.99074197,40.75207259,-73.98536955,51:59.9,,,52:06.3
1377056,64452,104533,bicycle,Prince Street Pizza,Pizza,Neapolitan Rice Balls,3,Munchables,25:09.1,40.72307952,-73.99461508,40.719722,-73.991858,58:58.7,26:02.1,48:23.1,59:22.9
1476547,83095,132725,bicycle,Bareburger,Burger,Bare Sodas,1,Drinks,06:44.5,40.72847826,-73.99839184,40.728606,-73.995143,39:52.7,37:18.8,59:10.0,04:40.6
1485494,271149,157175,bicycle,Juice Press,Juice Bar,OMG! My Favorite Juice!,1,Cold Pressed Juices,,40.73886755,-74.00274745,40.75125729,-74.00563376,54:11.5,04:17.8,16:37.9,32:38.1
1327707,122609,118095,bicycle,Blue Ribbon Sushi,Japanese,Spicy Tuna & Tempura Flakes,2,Maki (Special Rolls),03:45.0,40.72610966,-74.00249186,40.7093232,-74.0158665,07:18.5,14:42.7,25:19.4,48:27.2
1423142,75169,91932,bicycle,Tamarind TriBeCa,Indian,Dum Aloo Gobi,1,Vegetarian Specialties,07:14.3,40.71926893,-74.00874988,40.7256784,-74.0006176,56:36.3,18:50.0,27:10.6,36:53.8
1334106,101347,124897,bicycle,The Loop,Sushi,Spicy Tuna Roll,1,Classic Roll & Hand Roll,04:49.4,40.73485818,-73.98609344,40.7383678,-74.0001054,08:55.5,07:16.0,29:24.5,40:01.7
1311619,59161,79847,bicycle,Insomnia Cookies,Bakery,Chocolate Chunk,2,Cookies and Brownies,,40.7297909,-74.0005893,40.7347026,-73.9982061,20:09.3,17:35.7,03:24.4,09:16.6
1487674,55375,181543,bicycle,Cafe Zaiya,,,,,,40.729357,-73.990156,40.719758,-73.985011,49:48.3,55:32.4,01:22.2,10:44.7
1417206,153816,157415,car,Shake Shack,Burger,Shackburger,1,Burgers,,40.75845677,-73.98914047,40.743613,-73.977684,18:37.9,20:14.4,47:03.6,59:26.1
1332793,104167,83565,bicycle,El Toro Blanco,Mexican,,,,07:00.1,40.72899672,-74.00280958,40.7460604,-73.9946738,08:02.3,40:04.3,44:39.9,54:14.6
1489527,49034,34669,bicycle,The Smile,American,Spaghetti & Tomato Sauce,1,Entrees,30:57.4,40.72641318,-73.99382114,40.7247072,-73.981175,06:57.2,,,12:19.2
1302973,344631,64396,bicycle,Mighty Quinn's BBQ,BBQ,Spare Ribs,1,Meats,,40.72751895,-73.9886713,40.72548568,-73.99281882,47:28.8,50:41.8,23:54.4,34:18.3
1313076,208020,94865,bicycle,Hill Country Barbecue Market,BBQ,Healthy Market Special,1,Market Lunch Specials (12-5pm),05:59.3,40.74434085,-73.99042638,40.7470189,-73.99092197,55:04.8,09:48.3,29:08.8,34:25.3
1414562,315523,134198,bicycle,Magnolia Bakery,Dessert,Red Velvet Cupcake,4,Specialty Cupcakes,,40.73589287,-74.00520444,40.70594389,-74.01057778,15:32.7,19:28.6,37:48.0,04:06.6
1307518,127689,155879,car,Peacefood Cafe,Vegan,Tempeh,1,Extras,06:33.3,40.78516004,-73.97691647,40.70339422,-74.0141069,02:01.2,26:57.2,35:17.5,09:30.7
1274468,95986,151467,bicycle,McDonald's,Fast Food,,,,,40.77793967,-73.95470974,40.7843365,-73.9539073,17:51.6,18:53.5,34:09.7,42:51.0
1460242,300021,117686,car,Han Bat,Korean,21. Soon Dae,1,Main Dishes,06:10.4,40.7502053,-73.98643204,40.7814599,-73.9806864,50:52.8,18:02.6,31:22.7,07:21.5
1324131,334758,90681,bicycle,Melt Shop,American,Cheesy Tots,1,Sides & Snacks,08:50.4,40.74460714,-73.99074197,40.7633199,-73.9938087,32:44.0,32:18.5,51:08.6,03:53.3
1416277,113897,20962,walker,Magnolia Bakery,Dessert,Peanut Butter Toffee Bar,1,Brownies & Bars,,40.77576432,-73.98020625,40.780052,-73.956166,44:51.1,49:55.2,04:45.3,17:32.7
1413356,78465,158227,bicycle,Duane Reade,Drug Store,,,,,40.74287573,-73.99256124,40.7425062,-73.9925644,08:40.4,,,27:55.8
1356218,128224,99219,bicycle,Osteria Morini,Italian,Garganelli,1,Pasta,,40.72195256,-73.997737,40.7167197,-74.0122998,00:38.3,01:53.3,30:02.6,40:48.5
1320596,368663,125504,bicycle,Shake Shack,Burger,Shack-cago Dog,1,Flat-Top Dogs,,40.78082577,-73.97648335,40.801488,-73.96969,53:52.0,59:18.1,14:42.6,23:52.2
1370431,58898,142140,car,Whole Foods Market,Grocery Store,Org Tortilla Chips Blue Corn Lightly Salted,1,Tortilla Chips,,40.723955,-73.991829,40.7299536,-73.9863498,10:13.6,,,33:42.7
1488027,396432,99219,bicycle,Juice Press,Juice Bar,Rehab Shot,2,Other Beverages,,40.72594802,-74.00110622,40.718659,-74.002854,36:13.7,36:59.3,55:48.9,05:27.3
1360308,57174,61900,bicycle,Umami Burger,Burger,,,,02:40.2,40.7344458,-73.99871349,40.72095627,-73.99928135,32:50.4,04:38.2,14:27.9,24:02.1
1459871,391543,7833,bicycle,Friedman's Lunch,Breakfast,Sweet Potato Fries,1,Market Sides,09:19.6,40.74268064,-74.00623583,40.74012562,-74.00468661,14:29.8,30:04.3,41:53.9,47:32.0
1419674,81591,96818,bicycle,The Grey Dog - University,Coffee,Three Eggs Any Style,1,Breakfast,07:40.6,40.73378729,-73.99303526,40.74427388,-73.98045875,05:55.0,18:07.1,34:28.2,50:48.9
1315209,55478,118095,bicycle,Tevere 84,,,,,04:49.7,40.77803525,-73.95603567,40.732552,-73.996537,18:32.5,57:05.5,27:38.1,22:01.7
1282272,97991,72941,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,Unagi,1,Taiseyo (Atlantic Ocean),10:21.7,40.76765291,-73.98292546,40.74882755,-73.99013895,02:41.0,11:48.2,28:00.7,45:08.7
1409389,305905,110399,bicycle,Hale & Hearty,Salad,Cream of Tomato w/ Chicken and Orzo,1,Daily Soup and Sandwich Combo,,40.74206208,-74.00518058,40.75826488,-74.00432979,46:44.1,52:19.8,05:09.4,12:01.0
1453949,398009,157353,car,Artichoke Basille's Pizza & Bar,Pizza,Sicilian Pizza Wedge,2,Pizza Wedge,09:44.2,40.743982,-74.006678,40.784503,-73.9789114,18:58.4,41:52.5,56:43.9,26:00.5
1467996,301380,142394,bicycle,ilili Restaurant,Middle Eastern,Hommus,1,Dips,05:17.0,40.74418795,-73.98753094,40.734994,-73.987709,18:37.4,30:46.4,46:07.1,57:18.1
1307096,242203,122837,bicycle,Whole Foods Market,Grocery Store,,,,,40.71564047,-74.01235355,40.7188368,-74.0026667,56:07.6,26:02.0,46:52.4,55:19.6
1416984,6210,20962,walker,Tulsi Restaurant,Indian,,,,,40.75325542,-73.97201503,40.759818,-73.98764,58:18.2,59:28.6,16:18.6,36:00.6
1314550,348787,119813,bicycle,Otto Enoteca Pizzeria,Italian,Lentils ���Toscana�۝,1,Vegetables,22:42.9,40.73206376,-73.99615467,40.76758179,-73.98370418,40:38.8,49:50.0,27:58.5,55:56.8
1309391,275689,20217,car,Nobu Next Door,Sushi,Bigeye Tuna Roll,1,Dinner Sushi Rolls,07:17.9,40.71938641,-74.0086925,40.7202117,-74.0021308,06:02.3,,,05:04.5
1354092,93350,143085,car,Hale & Hearty,Salad,Chicken Vegetable,1,Daily Soups,,40.74206208,-74.00518058,40.754856,-74.000265,06:26.6,20:44.9,37:46.6,50:10.8
1274946,214394,28765,bicycle,Yama Japanese Restaurant,Japanese,Edamame,1,Appetizers,06:33.5,40.73587229,-73.98766462,40.7323623,-73.9871248,27:10.8,36:07.2,54:01.1,09:19.6
1432690,110060,167596,bicycle,sweetgreen,Salad,,,,,40.74507859,-73.98882151,40.7519839,-73.9947989,52:08.2,05:33.3,18:01.4,28:58.6
1325557,180921,30905,car,Barbounia,Mediterranean,Wild Mushroom Cavatelli,1,Fresh Pasta,08:59.7,40.73823004,-73.98783237,40.767409,-73.968239,55:13.6,09:47.0,24:35.7,38:02.0
1415905,129798,91932,bicycle,Grom,,,,,02:22.0,40.76752835,-73.98204736,40.7837169,-73.9835052,09:54.5,24:39.6,32:30.1,50:14.3
1347595,115610,153766,bicycle,Duane Reade,Drug Store,,,,,40.71951802,-74.01044011,40.72357217,-74.01085812,34:05.1,40:50.6,52:43.0,59:27.2
1328760,370889,116438,bicycle,Popeyes Louisiana Kitchen,Fast Food,,,,,40.75582378,-73.9896344,40.7520354,-74.0052865,25:02.9,31:56.9,46:16.4,56:04.0
1272824,284087,23359,bicycle,Smiler's,,,,,,40.76046828,-73.97395496,40.760557,-73.972888,34:39.7,,,19:01.6
1303916,115610,67430,bicycle,Sant Ambroeus,Italian,,,,13:11.0,40.73548668,-74.0033213,40.72357217,-74.01085812,04:53.9,27:17.9,34:38.7,48:24.9
1379189,47440,112646,bicycle,Bareburger,Burger,Barest Burger,1,Bareburgers,06:25.1,40.72847826,-73.99839184,40.7151704,-74.0116009,54:08.3,57:53.9,08:40.4,23:14.7
1407506,187993,102837,car,sweetgreen,Salad,Harvest Bowl,1,Signatures,,40.72132319,-74.00973201,40.714136,-73.991496,19:26.5,22:54.0,39:57.9,02:48.0
1320822,149508,43955,bicycle,Shake Shack,Burger,Cheese Fries,1,Fries,,40.71527933,-74.01486039,40.716168,-74.003693,18:11.9,28:15.1,47:35.0,54:36.7
1413590,47594,104989,bicycle,California Pizza Kitchen,Pizza,Sesame Ginger Chicken Dumplings,1,Appetizers,05:10.9,40.74466624,-73.98334441,40.780774,-73.9542921,41:41.0,44:50.4,56:40.6,29:11.6
1322133,49104,156557,car,Empanada Mama (closed),Mexican,Reggaeton,1,Wheat Flour,05:35.0,40.764217,-73.988321,40.74789673,-74.00360827,10:10.3,21:06.7,33:26.1,42:17.5
1369431,115213,101359,bicycle,Tamarind TriBeCa,Indian,Steamed Basmati Rice,1,Basmati Degh Rice,04:37.3,40.71926893,-74.00874988,40.7165905,-74.0048114,27:21.2,,,24:36.7
1416028,129486,161162,bicycle,Mamoun's Falafel,Mediterranean,Veggie Sandwich Combo,1,Veggie Combo,,40.730178,-74.0003224,40.73068744,-73.99517798,24:27.1,27:39.4,42:59.6,50:38.5
1407558,41130,99219,bicycle,Village Yogurt,,,,,,40.737888,-73.99646,40.722746,-73.998857,34:27.7,35:39.4,45:29.2,55:03.9
1440400,114085,30743,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,Ebi Shumai,1,Appetizers,06:30.2,40.76765291,-73.98292546,40.764469,-73.974488,56:55.5,15:38.9,31:27.7,39:48.3
1387545,91947,30743,bicycle,Juice Generation,Juice Bar,Cold Warrior,1,Juice Farmacy,,40.76447214,-73.96643043,40.7666878,-73.9686943,14:44.3,28:25.9,41:02.9,44:17.5
1365392,41415,142301,bicycle,Clinton St. Baking Co. & Restaurant,,Pancakes with Warm Maple Butter,1,Brunch,03:53.6,40.721294,-73.983994,40.7431395,-73.9969043,34:44.6,34:17.5,54:09.2,07:50.7
1401304,68116,67103,truck,Blue Ribbon Sushi Izakaya,Japanese,Rock Shrimp & Crispy Garlic Teriyaki,1,Kushi Yaki (Skewers),08:13.9,40.72197958,-73.98814821,40.72999941,-73.9936877,30:30.5,47:48.3,01:10.3,22:12.8
1399094,162723,57186,bicycle,"Dessert Club, ChikaLicious (archived)",,,,,,40.72965658,-73.98634596,40.765386,-73.978957,27:39.4,51:44.0,07:34.0,36:30.8
1296092,96254,111793,car,Yama Japanese Restaurant,Japanese,Spicy Tuna,1,Rolls,06:24.1,40.73587229,-73.98766462,40.736616,-73.9779726,54:42.1,00:21.7,17:12.0,28:37.8
1389988,111356,149651,bicycle,sweetgreen,Salad,Roasted Turkey + Fall Vegetables,1,Signatures,,40.74507859,-73.98882151,40.7443135,-73.9873139,35:48.9,,,56:38.1
1410753,83287,54954,bicycle,Five Guys Burgers and Fries,Burger,Cheeseburger,1,Burgers,,40.73236829,-74.00374889,40.7226793,-73.9949382,14:45.2,18:42.4,37:15.6,45:42.4
1339653,186478,144719,bicycle,Trader Joe's,Grocery Store,Tomato Pesto Flatbread,1,Frozen Foods,,40.74174,-73.99365,40.737848,-74.003611,53:28.2,01:32.0,24:54.4,32:46.0
1275526,303211,31859,bicycle,Hale & Hearty,Salad,Dirty Chips Lightly Salted,1,Desserts and Chips,,40.78601712,-73.97847183,40.7938339,-73.941521,34:44.5,34:30.4,43:52.1,00:33.4
1414452,148033,128139,car,Shake Shack,Burger,,,,,40.68277,-73.976532,40.6932564,-73.9661733,57:29.3,30:02.3,31:21.0,37:44.3
1458106,104983,152741,car,Fairway Market,,,,,,40.77837362,-73.95255723,40.7769199,-73.958928,00:57.9,01:36.6,44:57.1,54:36.2
1483976,397737,178325,bicycle,Serafina at Time Hotel,,,,,,40.76153905,-73.98514649,40.76110045,-73.99921887,56:41.5,,,43:26.6
1325129,41991,108647,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,Tamago,1,Taiheiyo (Pacific Ocean),12:20.8,40.76765291,-73.98292546,40.763269,-73.963113,01:43.8,23:34.1,38:53.5,49:00.3
1439884,103822,134198,bicycle,Luke's Lobster,Seafood,Lobster Roll,1,Rolls,06:01.5,40.726823,-73.98547098,40.7460604,-73.9946738,08:47.2,18:21.9,26:12.5,44:21.9
1366592,348130,102837,car,Whole Foods Market,Grocery Store,Iced Tea Peach Mango Zero Calorie,2,Teas & Drinks,,40.723955,-73.991829,40.7186834,-73.983136,38:27.9,15:33.1,54:54.0,03:20.7
1397309,103884,151208,bicycle,S'MAC,American,Buffalo Chicken,1,Sarita's Recommendation,,40.73034018,-73.98399353,40.76317134,-73.96635932,48:29.6,57:05.5,34:55.3,15:46.0
1460699,103627,170291,bicycle,Whole Foods Market,Grocery Store,Creme Fraiche,1,Cheese,,40.6753166,-73.9885326,40.698193,-73.984208,26:53.7,30:04.6,00:22.9,25:26.9
1399321,97938,3296,bicycle,Crif Dogs,,Spicy Redneck,1,Crif Dogs,,40.717006,-73.956565,40.7205817,-73.9623624,46:43.1,52:21.6,17:43.0,22:33.8
1390257,198677,28765,bicycle,Lure Fishbar,Seafood,Mascarpone Polenta,1,Dinner Sides,03:27.0,40.72463457,-73.99840236,40.7677253,-73.9915642,11:50.8,10:11.6,37:31.9,13:40.9
1480763,358057,118095,bicycle,sweetgreen,Salad,Salad,1,Make Your Own,06:36.9,40.72132319,-74.00973201,40.7028942,-73.98553846,57:32.5,12:13.9,28:33.2,58:44.4
1420966,122609,28765,bicycle,Blue Ribbon Sushi,Japanese,Spicy Tuna & Tempura Flakes,1,Maki (Special Rolls),10:16.1,40.72610966,-74.00249186,40.7093232,-74.0158665,03:34.4,10:10.4,22:32.6,37:03.4
1286764,141596,139444,bicycle,Peacefood Cafe,Vegan,Pan-seared French Horn Mushrooms,1,Panini,15:44.1,40.78516004,-73.97691647,40.800023,-73.971317,06:43.6,10:21.1,42:37.2,54:57.8
1458041,129518,108006,bicycle,The Grey Dog  - Chelsea,Coffee,Village Pancakes,1,Breakfast,06:13.9,40.740784,-74.000721,40.73357,-74.0065899,55:39.3,05:25.9,19:48.7,30:12.2
1402861,135879,147789,car,Eva's Kitchen,Mediterranean,,,,,40.73260867,-73.99726131,40.7190176,-73.9855386,56:05.3,04:39.0,27:58.9,49:22.0
1294429,328864,111793,car,Pies 'n' Thighs,,Fried Chicken Sandwich,1,Dinner Entrees,02:00.3,40.71125525,-73.96144262,40.701183,-73.928499,13:04.2,13:07.3,30:58.0,46:18.7
1435631,91981,104111,bicycle,Roast Kitchen,,,,,03:55.1,40.757005,-73.976151,40.75504646,-73.97146172,36:31.3,40:22.2,05:12.6,14:46.3
1375520,81605,91735,bicycle,Veselka,Russian,Soft Drink,1,Beverages,05:28.1,40.72913623,-73.98697151,40.7363529,-73.9843794,45:18.0,52:59.6,00:57.2,11:10.1
1314550,348787,119813,bicycle,Otto Enoteca Pizzeria,Italian,Prosciutto Arugula,1,Pizzas,22:42.9,40.73206376,-73.99615467,40.76758179,-73.98370418,40:38.8,49:50.0,27:58.5,55:56.8
1287603,55334,39202,bicycle,Sushi of Gari Tribeca,Japanese,Tuna Of Gari,2,From Sushi Bar,06:17.6,40.71672576,-74.00825065,40.723324,-73.991335,15:11.7,14:16.9,40:07.1,56:18.1
1273784,39275,132725,bicycle,Potbelly Sandwich Shop,,,,,03:17.7,40.75765339,-73.97064903,40.7715363,-73.9506762,35:20.2,36:28.3,46:50.7,04:27.0
1486025,200631,97695,car,Amy Ruth's,Southern,Fruit Juice,1,Beverages,08:08.5,40.80254961,-73.95023268,40.798558,-73.93488,45:50.5,28:39.8,37:12.5,47:23.4
1416043,133844,157415,car,Parm,Italian,House Roasted Turkey,1,Sandwiches,02:11.0,40.72301983,-73.995854,40.71882111,-73.98280562,23:42.7,28:32.4,33:23.6,50:58.5
1468364,400527,105427,bicycle,Katz's Delicatessen,,Matzo Ball Soup,1,Soups,,40.72230707,-73.98735166,40.7235314,-73.9823242,36:30.2,49:33.7,05:46.9,13:29.1
1294451,148459,150915,bicycle,The Kati Roll Company,Indian,Chicken Tikka Roll,1,Rolls,03:34.7,40.72951,-74.000865,40.7321662,-73.9886273,19:02.2,20:16.3,29:35.9,57:10.6
1355600,376824,102647,bicycle,Momofuku Milk Bar (archived),Dessert,B'day Cake Truffles,1,Cake Truffles,,40.72312831,-74.00206089,40.70732978,-74.00444433,59:30.9,58:33.8,21:25.4,34:46.6
1458715,173667,177847,bicycle,Whole Foods Market,Grocery Store,,,,,40.723955,-73.991829,40.71876068,-74.00253589,45:26.4,42:49.2,09:39.9,25:00.6
1466413,9666,147300,bicycle,Morton Williams Supermarket,,,,,,40.76878971,-73.9852211,40.7672065,-73.9841974,00:23.7,12:32.4,46:23.4,53:16.8
1356657,92806,3296,bicycle,The Mercer Kitchen,,Steamed Skate,1,Lunch/Dinner (Entree),06:34.5,40.72474364,-73.99866156,40.7244144,-73.9913664,06:37.5,11:23.4,41:45.4,47:38.8
1312898,118662,62487,car,The Prime Grill,,,,,,40.7613,-73.97307,40.702534,-74.013126,05:11.6,25:34.6,32:24.2,02:27.9
1280978,334758,90681,bicycle,Melt Shop,American,Maple Bacon,1,Sandwiches,15:41.7,40.74460714,-73.99074197,40.7633199,-73.9938087,41:35.4,48:09.3,58:51.0,10:07.5
1467907,400305,114820,bicycle,Momofuku Milk Bar,Dessert,"Chocolate Chip Cake (6"")",1,"6"" Cakes",,40.73179547,-73.98567259,40.7374716,-73.9922059,57:41.1,13:34.5,23:25.0,34:19.4
1482406,77011,110192,bicycle,Van Leeuwen Artisan Ice Cream,,,,,,40.72790505,-73.9877635,40.7483335,-73.9809404,50:03.2,47:43.4,06:34.3,26:38.4
1460008,77511,118659,walker,La Esquina Taqueria,,Moros Y Cristianos,1,Sides,01:44.7,40.72135375,-73.99752529,40.7320395,-73.9955607,28:49.7,10:21.7,18:43.5,28:39.1
1281672,101743,34804,truck,Candle Cafe West,Vegetarian,Market Plate,1,Market Plate,24:34.5,40.79039976,-73.97471256,40.72549499,-74.00971012,57:19.6,32:04.4,44:24.2,13:19.9
1333675,294140,137297,bicycle,Sushi Seki Chelsea,Sushi,,,,17:39.6,40.74437,-73.99628,40.73907993,-73.99360643,33:53.6,48:22.9,19:43.7,25:34.4
1332534,74604,140684,bicycle,Siggy's Good Food,,,,,,40.7247545,-73.9931457,40.7434935,-73.9918672,42:04.0,,,58:06.1
1469623,400766,143085,car,The Meatball Shop,Italian,Vegetable,1,Naked Balls,06:10.1,40.77149125,-73.95633415,40.8089292,-73.9613646,40:26.6,49:21.6,17:28.4,45:26.2
1466071,356195,142394,bicycle,Blue Ribbon Fried Chicken,American,The Rancher,1,Sandwiches,,40.72434,-73.99096,40.72139026,-73.99344086,03:23.4,19:36.1,34:56.7,39:14.0
1409918,370405,124514,bicycle,Haveli Indian Restaurant,Indian,Shahi Korma,1,Traditional Dishes,03:51.2,40.7271708,-73.9885098,40.741234,-74.000565,37:55.7,40:36.5,02:27.1,17:35.6
1356155,376993,133293,bicycle,Emporio,Italian,Spicy Sopressata,1,Pizza,10:47.5,40.72263479,-73.99535031,40.72413127,-73.99993035,46:41.1,47:43.1,10:02.7,21:25.1
1483068,141912,53095,bicycle,P.J. Clarke's,American,Mini Cheeseburgers & Fries,1,P.J. Clarke's Hamburgers,20:52.2,40.77196187,-73.98262024,40.7654964,-73.9631442,37:21.6,08:47.3,13:07.0,25:27.0
1300462,106940,64628,car,William Greenberg Desserts,,,,,,40.77844515,-73.96046686,40.7436173,-74.0064004,11:14.5,14:50.1,38:39.9,48:16.9
1336706,102801,118095,bicycle,Artichoke Basille�۪s Pizza & Brewery,Pizza,Bottled Water,2,Beverages,19:27.6,40.73184425,-73.98386478,40.71451748,-74.00701908,37:57.1,31:10.5,42:30.0,03:40.6
1424346,373485,124897,bicycle,sweetgreen,Salad,Earth Bowl,1,Signatures,07:28.9,40.72132319,-74.00973201,40.7297282,-74.0047685,38:15.2,47:22.6,56:54.2,08:21.3
1336187,297130,157975,bicycle,Blue Ribbon Sushi,Japanese,King Crab,1,Taiheiyo (Pacific Ocean),04:27.2,40.72610966,-74.00249186,40.735797,-74.000366,40:43.5,48:58.4,09:32.4,17:00.8
1275149,100778,57186,bicycle,The Meatball Shop,Italian,Rigatoni,1,Stick To Your Bones,03:20.0,40.74596311,-74.00169729,40.757001,-73.9945429,51:46.2,17:42.4,22:32.3,33:15.7
1479832,60477,61900,bicycle,The Grey Dog - Mulberry,Coffee,Peanut Butter & Jelly,1,Michigan Sandwiches,05:57.2,40.723096,-73.995774,40.727405,-73.991802,26:21.4,28:32.8,46:52.2,54:52.1
1407296,166010,138061,car,Dylan's Candy Bar,,,,,,40.76215646,-73.9660918,40.7677253,-73.9915642,31:41.9,35:49.1,12:02.7,40:22.3
1418789,97079,39733,bicycle,Donburi-ya,Japanese,Jidori Katsu-Don,1,Donburi Dinner,04:18.0,40.75446491,-73.9731457,40.76460273,-73.98010481,03:51.2,13:41.8,35:01.7,45:42.2
1293078,168137,41408,car,Whole Foods Market,Grocery Store,Yogurt Raisins,1,Nuts & Trail Mix,,40.71564047,-74.01235355,40.71102151,-74.00568414,35:11.3,19:05.3,48:26.1,00:13.8
1365600,140521,43955,bicycle,sweetgreen,Salad,"Apples, Pears + Organic Cheddar",2,Signatures,09:09.0,40.72132319,-74.00973201,40.7246814,-73.9954465,18:23.5,51:07.9,04:28.0,15:00.4
1473172,72757,161082,bicycle,Liquiteria,Juice Bar,,,,,40.740761,-74.001793,40.7332693,-74.0021511,22:53.1,29:55.5,39:21.7,48:05.1
1295658,350083,81503,car,Sushi of Gari 46,Sushi,Yellowtail Sushi,2,Sushi,05:57.7,40.76065444,-73.98958275,40.7951002,-73.9655589,07:00.8,18:18.4,28:05.8,42:58.2
1349714,85633,81285,bicycle,The Meatball Shop,Italian,Classic Beef Hero,2,Heroes,06:10.1,40.77149125,-73.95633415,40.770701,-73.9808519,52:42.6,00:58.9,07:57.0,27:49.9
1366229,57464,143085,car,Momoya,Sushi,Salmon Crunch,1,Signature Roll,05:46.0,40.78407726,-73.97762241,40.7693655,-73.9896563,36:24.5,00:00.6,04:20.2,20:46.5
1356397,71906,20124,bicycle,Sushi Seki (archived),Japanese,,,,06:27.9,40.76183668,-73.96040372,40.737565,-74.00886,35:27.5,15:30.3,32:38.9,07:14.6
1467764,71825,66416,bicycle,sweetgreen,Salad,Earth Bowl,1,Signatures,02:47.7,40.72132319,-74.00973201,40.7204777,-74.0022118,27:53.0,25:40.8,57:26.8,14:18.7
1407878,108610,43955,bicycle,2nd Ave Deli,Deli,Grilled Chicken Breast,2,Poultry,03:39.8,40.74529931,-73.97913758,40.7557918,-73.9702492,46:52.1,04:23.3,19:12.7,26:12.4
1302758,318951,8625,bicycle,Sushi by Gari (archived),,Spicy Tuna,2,Maki Sushi (Hand Roll),11:39.7,40.771393,-73.952761,40.7560235,-73.9639961,27:12.8,40:37.1,59:56.9,11:29.9
1448376,359568,152741,car,Maison Ladur̩e,Dessert,Chocolat,1,Macaroons (Individual),,40.77067423,-73.96611476,40.7731091,-73.9592289,23:47.1,26:59.3,43:49.2,49:58.8
1328988,255435,144384,bicycle,Lure Fishbar,Seafood,Organic Farro Salad,1,Lunch Soups & Salads,06:00.7,40.72463457,-73.99840236,40.7435682,-73.9724053,49:31.8,54:59.0,15:19.2,34:20.7
1386459,331143,104533,bicycle,Waverly Diner,American,Jalape̱o Poppers,2,Appetizers & Finger Foods,06:38.1,40.73301222,-74.00005605,40.732486,-73.996585,14:29.8,36:13.1,52:07.8,55:43.3
1362953,126204,104989,bicycle,Pio Pio,South American,Ensalada de Avocado,1,La Primaveras,05:23.1,40.74551114,-73.97760519,40.7644118,-73.9639728,07:35.9,28:11.4,40:31.6,55:37.5
1272470,270525,112646,bicycle,Egg Shop,Breakfast,,,,,40.720373,-73.994918,40.7181299,-74.002629,10:11.1,13:52.4,29:13.4,38:13.7
1367807,322162,119794,bicycle,The Meatball Shop,Italian,Spicy Pork,1,Naked Balls,05:57.9,40.77149125,-73.95633415,40.7638848,-73.9707834,51:31.4,00:47.6,40:24.5,58:40.8
1441866,71386,118093,scooter,Vezzo Thin Crust Pizza,Italian,Parma,1,House Pies,03:26.5,40.74448928,-73.98132205,40.7720342,-73.9814275,50:39.1,49:38.6,03:59.0,20:57.9
1302574,113897,46760,car,Momofuku Milk Bar,Dessert,Cornflake Marshmallow Chocolate Chip Cookie,1,Cookies,,40.7871496,-73.97172231,40.780052,-73.956166,07:05.5,26:21.8,44:41.9,55:16.8
1456246,121706,164384,car,French Roast,French,Croissant,2,From the Bakery,08:09.2,40.78761311,-73.97712309,40.756804,-73.9981532,22:12.0,19:11.8,24:31.8,48:30.3
1413712,367800,43955,bicycle,sweetgreen,Salad,Organic Butternut Squash (Big),1,Soup,06:54.3,40.74507859,-73.98882151,40.7589426,-73.9793564,09:28.6,13:18.7,39:08.7,52:24.8
1309233,60703,58695,bicycle,Cafe Habana,Mexican,Grilled Chicken Cutlet,1,Entrees,03:21.5,40.7228417,-73.99411647,40.737149,-73.979189,42:41.3,48:16.5,55:37.5,15:30.4
1294826,361521,111793,car,Blue Ribbon Fried Chicken,American,Unsweetened Iced Tea,2,Drinks,,40.72434,-73.99096,40.7410476,-73.984867,17:00.0,18:07.7,44:03.7,54:16.6
1302571,295442,137297,bicycle,Luke's Lobster,Seafood,Kettle Chips,1,Extras,,40.78424996,-73.97776008,40.8010649,-73.9480097,10:06.8,24:55.2,46:18.2,51:03.1
1299559,148327,118093,scooter,Shake Shack,Burger,Fries,1,Fries,,40.69214641,-73.98886538,40.70197191,-73.98703636,30:23.3,07:23.3,26:13.1,35:38.3
1338571,62929,30743,bicycle,Bareburger,Burger,Barest Burger,1,Bareburgers,06:55.4,40.72847826,-73.99839184,40.721723,-74.004688,34:20.8,40:20.1,52:57.7,58:50.1
1461185,363561,175485,bicycle,Shake Shack,Burger,Hamburger,1,Burgers,,40.78082577,-73.97648335,40.7894893,-73.9749716,05:44.5,12:16.5,37:15.8,48:33.0
1461620,141918,125358,bicycle,S'MAC,American,Brownies,1,Sides,,40.73034018,-73.98399353,40.740336,-73.999214,33:13.3,32:32.0,03:21.9,16:05.3
1456176,395562,172130,walker,Pizza Hut,Pizza,Marinara,4,Dipping Sauces,09:42.5,40.74962,-73.991615,40.7590307,-73.9945665,08:39.4,09:39.0,50:29.2,03:16.2
