,delivery_id,customer_id,courier_id,vehicle_type,pickup_place,place_category,item_name,item_quantity,item_category_name,how_long_it_took_to_order,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,when_the_delivery_started,when_the_courier_arrived_at_pickup,when_the_courier_left_pickup,when_the_courier_arrived_at_dropoff,distance_crossed,courrier_timing
4673,1351205,148649,3296,bicycle,Blue Ribbon Sushi,Japanese,Sushi Deluxe,1,Platters,10:10.9,40.72610966,-74.00249186,40.7209315,-74.0020702,30:00.1,44:27.7,10:48.5,15:52.4,0.576129697,19:31.5
4678,1307918,128353,3296,bicycle,The Meatball Shop,Italian,Steamed Spinach,1,Green Market,03:50.5,40.71811007,-73.95754527,40.713596,-73.955399,38:49.1,59:54.7,09:47.1,15:05.6,0.533075823,26:24.1
4681,1282272,97991,72941,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,Maguro,2,Taiseyo (Atlantic Ocean),10:21.7,40.76765291,-73.98292546,40.74882755,-73.99013895,00:02:41,11:48.2,28:00.7,45:08.7,2.177474018,26:15.2
4687,1368732,241719,34667,bicycle,Sushi of Gari Tribeca,Japanese,Fresh Salmon,2,Nigiri Sushi,08:03.8,40.71672576,-74.00825065,40.7069298,-74.0086171,21:29.4,32:54.4,45:52.4,53:46.9,1.088265743,19:19.5
4688,1440633,99312,39733,bicycle,Pylos,Mediterranean,Horiatiki,1,Salates,07:07.6,40.726269,-73.984062,40.7436352,-74.0063309,14:21.7,51:47.4,04:06.5,21:52.9,2.693987582,55:12.1
4701,1478603,403019,91765,bicycle,S'MAC,American,Mixed Green Salad,1,Sides,03:13.1,40.74549045,-73.9794188,40.7564105,-73.9753091,07:30.5,11:50.3,24:59.1,41:33.2,1.261350464,20:53.9
4713,1475804,282791,118659,walker,Taim Falafel and Smoothie Bar,Food Truck,Falafel Sandwich,1,Sandwiches,15:41.3,40.73595141,-74.00176042,40.74866436,-73.98691768,25:40.7,00:58:19,08:08.9,24:54.9,1.888040627,49:24.3
4714,1401304,68116,67103,truck,Blue Ribbon Sushi Izakaya,Japanese,Honoo,1,Platters,08:13.9,40.72197958,-73.98814821,40.72999941,-73.9936877,30:30.5,47:48.3,01:10.3,22:12.8,1.00606548,38:20.3
4721,1389828,186976,118095,bicycle,Burger Joint,Burger,Cheeseburger,1,Menu,05:14.6,40.76407583,-73.97863253,40.7390776,-73.9936184,16:50.7,36:32.7,04:36.9,28:57.6,3.050900472,44:02.7
4725,1299270,255435,59184,car,Westville Hudson,American,Grilled Salmon Salad,1,Salads,11:37.0,40.72703111,-74.00751114,40.7435682,-73.9724053,39:08.5,00:47:43,10:02.8,28:14.8,3.488004423,26:46.5
4732,1319741,47280,3296,bicycle,Sushi of Gari Tribeca,Japanese,Kampachi,3,Nigiri Sushi,05:34.6,40.71672576,-74.00825065,40.724888,-74.010099,01:19.1,17:19.4,24:10.4,30:46.1,0.91975924,22:36.0
4737,1387511,137565,163850,bicycle,The Grey Dog - Mulberry,Coffee,Pancakes,1,Kid's Menu,02:39.2,40.723096,-73.995774,40.7311448,-73.9895774,03:57.1,21:47.4,30:10.5,38:21.9,1.035828962,26:01.7
4740,1418537,349206,156557,car,P.J. Clarke's,American,Mashed Potatoes,1,Sides,04:35.5,40.77196187,-73.98262024,40.782797,-73.984308,22:22.7,26:22.4,38:11.3,44:54.7,1.211642985,10:43.1
4742,1400884,287666,164384,car,Caf̩ China,Chinese,Scallion Pancakes,1,Dim Sum,06:02.0,40.749902,-73.982187,40.808164,-73.9646964,04:42.8,16:49.2,22:09.7,47:57.1,6.636305641,37:53.8
4748,1307597,354719,105427,bicycle,Jack's Wife Freda,Mediterranean,Tuna Salad,1,Salads (breakfast/lunch),02:48.0,40.72198995,-73.9977479,40.72363706,-74.00235303,22:29.2,38:02.3,00:47:52,54:48.6,0.429921922,22:29.7
4758,1323343,359218,143085,car,The Meatball Shop,Italian,Vegetable,1,Naked Balls,17:48.9,40.72154512,-73.98884243,40.7245178,-73.9978552,26:45.7,59:59.7,16:18.9,23:30.8,0.829933551,40:25.9
4759,1450104,97420,137297,bicycle,Yama 49,Sushi,"Tuna, Yellowtail, Avocado",1,Yama Special Dinner Rolls,05:45.9,40.75382474,-73.96852412,40.7677906,-73.9560982,05:08.6,16:00.6,22:33.6,00:35:25,1.872475676,23:43.4
4762,1338892,355523,128139,car,Lobster Joint Greenpoint Brooklyn,Seafood,New England Lobster Roll,1,Sandwiches,07:39.7,40.7354051,-73.95524025,40.71629775,-73.94715558,25:02.3,38:25.2,43:12.6,51:40.8,2.229066059,21:51.1
4764,1480465,101202,166974,bicycle,Burger Joint,Burger,Hamburger,1,Menu,13:23.2,40.76407583,-73.97863253,40.77612675,-73.97609461,19:01.5,34:22.5,47:42.7,58:55.2,1.355293096,26:33.5
4765,1479727,259341,124030,bicycle,TAO,Japanese,"Chef �۪s Roll with Tuna, Salmon, Tobiko, Avocado",1,Special Rolls,05:02.2,40.76285776,-73.971619,40.77704272,-73.95878715,06:47.4,00:30:48,44:07.6,56:48.5,1.911809268,36:41.5
4770,1453942,125262,103194,bicycle,Barbounia,Mediterranean,Mezze Selection of Three,1,Dinner Mezze,04:08.9,40.73823004,-73.98783237,40.7300681,-73.9935436,17:11.4,32:19.4,40:10.3,47:02.8,1.026772622,22:00.5
4771,1314718,338878,93783,bicycle,Red Bamboo,Vegetarian,Barbecue Buffalo Wings,1,Appetizers,03:56.0,40.731383,-74.000286,40.7208336,-73.9800879,10:42.9,00:11:03,24:27.5,37:24.9,2.069820459,13:17.5
4772,1375213,82041,43955,bicycle,Lure Fishbar,Seafood,Lobster Croutons,1,Dinner Appetizers,07:06.0,40.72463457,-73.99840236,40.720479,-74.001549,10:02.9,34:32.7,44:23.1,00:48:17,0.532570071,28:23.7
4774,1476087,180821,157415,car,Cafe Orlin,Breakfast,Basmati Rice,2,Dinner Sides,07:20.8,40.72842473,-73.98727568,40.7212824,-74.0011755,00:34.6,04:03.4,22:57.2,33:12.4,1.417071828,13:44.0
4775,1317552,226466,102418,bicycle,One Lucky Duck - Juice & Takeaway,Vegetarian,Pumpkin Seed & Herb Salad,1,Salads,03:16.5,40.735725,-73.98712647,40.75260015,-73.97967179,01:39.7,00:13:36,21:57.4,32:28.4,1.97691097,22:27.3
4785,1480215,120353,153879,bicycle,Blue Ribbon Sushi,Japanese,Teriyaki Rib Eye Steak,1,Yakimono (Broiled Dishes),08:22.1,40.72610966,-74.00249186,40.7062843,-74.016943,27:36.2,56:08.5,08:58.9,35:03.7,2.517517543,54:37.1
4792,1295691,97346,114469,bicycle,Osteria Morini,Italian,Beet,1,Crostini,15:03.0,40.72195256,-73.997737,40.7455209,-73.990467,10:24.9,13:01.8,39:49.3,55:19.9,2.688319132,18:07.5
4796,1446720,68549,142394,bicycle,2nd Ave Deli,Deli,Baked Beans,1,Vegetables and Sides,09:38.0,40.74529931,-73.97913758,40.74366475,-74.00633376,32:07.8,46:21.3,23:56.6,44:51.9,2.304130229,35:08.8
4798,1312871,322275,112990,bicycle,sweetgreen,Salad,Organic Lentil + Chickpea Soup,1,Soup,09:55.6,40.74507859,-73.98882151,40.75387282,-73.99303836,00:11.4,11:14.8,21:07.1,33:57.6,1.039497658,23:53.9
4803,1362930,109107,7833,bicycle,Burger Joint,Burger,Milkshakes,1,Menu,02:56.6,40.76407583,-73.97863253,40.7477972,-73.9809609,03:30.9,06:26.4,24:25.7,34:59.5,1.818389964,13:29.3
4808,1303890,221430,22502,bicycle,Han Dynasty,Chinese,Wonton in Chicken Broth,1,Soups,07:45.8,40.732213,-73.988072,40.7247628,-73.9934145,01:25.5,28:38.3,39:13.5,45:47.4,0.942434658,33:46.7
4829,1463217,321041,175555,car,The Meatball Shop,Italian,Steamed Spinach,1,Green Market,04:17.8,40.77149125,-73.95633415,40.76751,-73.961754,00:39.8,24:45.5,31:11.1,38:09.6,0.636278427,31:04.2
4830,1415367,129206,56776,bicycle,RedFarm Broadway,Chinese,Pork & Crab Soup Dumplings (4),1,Dim Sum,08:26.2,40.7821167,-73.9807391,40.7750569,-73.9778709,02:25.4,37:00.6,49:47.6,59:12.7,0.820524627,44:00.3
4833,1423446,145581,113563,bicycle,sweetgreen,Salad,Kale Caesar,1,Signatures,08:15.8,40.72132319,-74.00973201,40.738321,-74.004715,22:47.8,50:33.7,02:23.9,16:46.1,1.934581037,42:08.1
4837,1458607,148168,91807,walker,P.J. Clarke's,American,Simply On A Bun,1,P.J. Clarke's Hamburgers,05:00.5,40.75893876,-73.96853113,40.744452,-73.9899827,38:57.5,48:36.4,02:15.7,16:20.9,2.422787933,23:44.1
4839,1422876,82041,34667,bicycle,Osteria Morini,Italian,Three Meats,1,Meats,10:21.2,40.72195256,-73.997737,40.720479,-74.001549,31:41.8,43:24.9,00:00:40,05:50.9,0.361256983,16:54.0
4843,1324674,277898,99219,bicycle,Artichoke Basille's Pizza & Bar,Pizza,Artichoke Pizza,1,"18"" Pizzas",06:23.0,40.743982,-74.006678,40.7247218,-74.0080895,40:54.9,51:18.8,08:39.2,21:49.3,2.142142477,23:34.0
4847,1348442,232359,44356,bicycle,The Meatball Shop,American,Ice Cream Sandwich,1,Desserts,05:04.9,40.73613088,-74.0006483,40.7407722,-74.0010762,12:21.2,18:59.5,40:49.4,47:41.8,0.516679,13:30.7
4848,1309062,116313,20217,car,Nobu Next Door,Sushi,Bigeye Tuna,1,Dinner Sushi & Sashimi,11:33.7,40.71938641,-74.0086925,40.7157878,-74.0148234,13:06.3,52:59.1,09:43.3,24:27.9,0.654248227,54:37.4
4852,1435421,96800,104111,bicycle,Sarabeth's East,American,Goldie Lox,1,Eggs & Omelettes,03:52.8,40.78487734,-73.95592661,40.7751075,-73.9592038,36:37.6,54:37.1,00:04:11,12:47.9,1.119651647,26:36.4
4854,1297163,121663,142140,car,Bubby's ,American,Fried Chicken,1,Main Course,02:54.1,40.71996602,-74.0085433,40.73863802,-74.00186734,44:19.2,00:55:37,09:57.1,23:39.6,2.148830786,25:00.3
4875,1325958,103005,136851,bicycle,Yama Japanese Restaurant,Japanese,Nameko Soup,1,Soups,08:08.0,40.73587229,-73.98766462,40.7405728,-73.9821786,37:58.6,51:31.6,03:51.4,10:40.5,0.697996178,20:22.1
4877,1454436,91817,123581,bicycle,Lucky's Famous Burgers,Burger,Lucky Double Cheddar,1,Lucky's Famous Burgers,05:10.5,40.74513125,-73.99815655,40.74012541,-73.99061104,34:51.1,37:51.6,51:11.1,59:06.7,0.845680835,10:56.1
4893,1422280,369272,116881,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,House Salad,1,Salads,17:29.7,40.76765291,-73.98292546,40.767651,-73.966875,12:43.3,38:05.6,00:53.9,13:31.5,1.355139477,37:59.9
4899,1449969,102010,175485,bicycle,TAO,Japanese,Spicy Tuna Tartare on Crispy Rice,1,Small Plates,06:37.8,40.76285776,-73.971619,40.7823315,-73.980419,54:04.1,54:39.4,19:28.2,00:35:03,2.286605019,16:10.1
4900,1449435,183520,66416,bicycle,Blue Ribbon Sushi,Japanese,Ikura,1,Taiseyo (Atlantic Ocean),08:22.6,40.72610966,-74.00249186,40.7324282,-74.0080594,06:33.8,57:04.2,05:23.2,11:57.1,0.844719964,57:04.3
4902,1308018,146211,113822,bicycle,Yama Japanese Restaurant,Japanese,Salmon,6,Sushi & Sashimi,02:22.6,40.73587229,-73.98766462,40.7424126,-73.9843697,05:25.4,06:01.2,15:51.1,26:23.4,0.777790966,11:08.1
4903,1489715,252342,38597,bicycle,Westville Hudson,American,World Famous Bassetts Ice Cream,1,Desserts,06:10.5,40.72703111,-74.00751114,40.7324282,-74.0080594,23:33.4,24:58.9,42:48.3,51:32.1,0.601126699,10:09.3
4906,1423368,132906,39733,bicycle,Sushi of Gari 46,Sushi,Teriyaki Sauce,1,Side Orders,08:41.2,40.76065444,-73.98958275,40.750741,-74.0022157,00:16:51,51:58.8,08:18.7,18:04.5,1.532963575,44:53.6
4913,1351824,105068,91021,bicycle,TAO,Japanese,Crunchy Spicy Yellowtail Roll with Crushed Onion,1,Special Rolls,03:53.2,40.76285776,-73.971619,40.7447833,-73.9860074,10:54.8,00:11:47,30:37.2,42:51.5,2.346283166,13:06.5
4915,1324784,165695,65763,bicycle,The Smile,American,Balsamic Chicken,1,Entrees,04:00.2,40.72641318,-73.99382114,40.724037,-74.00264,03:15.6,00:11:55,30:46.1,38:42.2,0.790396396,16:35.5
4918,1325454,75722,90681,bicycle,Osteria Morini,Italian,Cappelletti,1,Pasta,14:29.5,40.72195256,-73.997737,40.7598179,-73.98764,44:00.6,48:58.3,10:18.7,28:59.6,4.290517725,23:38.6
4919,1274483,143721,119839,bicycle,Hummus Place,Middle Eastern,Health Salad,1,Soup & Salad,04:17.7,40.732351,-74.003505,40.7451708,-73.9952138,00:22:11,24:23.3,35:41.9,46:41.7,1.586557927,13:12.1
4928,1447401,87188,175485,bicycle,Momoya,Sushi,Crispy Rice,1,Signature Roll,03:40.9,40.78407726,-73.97762241,40.7699242,-73.9611202,13:20.8,21:12.9,00:27:03,42:17.3,2.100214653,23:06.4
4929,1451679,87006,103194,bicycle,Nobu Next Door,Sushi,Yellowtail Sashimi with Jalapeno,1,Dinner Cold Dishes,21:41.4,40.71938641,-74.0086925,40.73066111,-74.0096272,46:45.8,54:25.5,37:15.6,48:41.9,1.254527397,19:06.0
4930,1348349,125565,120179,car,Dinosaur Bar-B-Que,BBQ,Original Pork BBQ Sandwich,1,Sandwich + 1 Side,32:25.1,40.8180821,-73.9609373,40.7552588,-73.9677232,03:24.4,53:17.1,03:19.2,30:14.2,6.999986686,16:47.7
4941,1437622,262058,140794,walker,Dos Caminos,Mexican,Traditional,1,Lunch Guacamole,05:20.2,40.75557964,-73.97086143,40.7794455,-73.9594879,28:02.5,00:52:20,12:08.7,17:59.3,2.818891945,30:08.1
4951,1320775,56642,91932,bicycle,Bareburger,Burger,Barest Burger,1,Bareburgers,11:24.1,40.7684888,-73.95518219,40.775813,-73.958764,12:12.7,27:51.4,35:55.8,45:03.6,0.867742449,24:46.5
4953,1441191,276192,154545,bicycle,Sushi of Gari Tribeca,Japanese,Fresh Salmon,3,Nigiri Sushi,05:44.9,40.71672576,-74.00825065,40.723729,-74.0040761,02:02.2,30:44.8,38:04.6,46:01.8,0.853943089,36:39.8
4959,1422642,124359,91932,bicycle,Beyond Sushi,Vegetarian,Nutty Buddy,1,Rice Paper Wraps,04:11.2,40.73281984,-73.98608565,40.7377251,-73.9965603,00:47.5,14:13.9,21:34.8,27:27.5,1.039038085,19:19.1
4966,1439443,149268,57496,bicycle,Han Dynasty,Chinese,Kung Pao Style,1,Entrees,08:43.9,40.732213,-73.988072,40.7752032,-73.9502948,29:12.4,36:26.6,00:03:20,32:17.9,5.741833279,36:12.1
4976,1461700,320187,99219,bicycle,TAO,Japanese,Edamame,1,Small Plates,05:07.4,40.76285776,-73.971619,40.78353229,-73.97607764,00:38:30,00:46:13,00:44:33,56:16.8,2.326548418,19:26.8
4982,1432626,172730,104533,bicycle,One Lucky Duck - Juice & Takeaway,Vegetarian,Swan Greens,1,Pressed Juices,27:26.4,40.735725,-73.98712647,40.7168165,-74.0056525,45:37.6,58:26.9,20:08.4,35:35.6,2.618894689,28:16.5
4983,1490744,52256,38597,bicycle,Han Dynasty,Chinese,Dan Dan Noodle,1,Noodles,09:51.2,40.732213,-73.988072,40.732288,-73.987752,44:05.2,51:58.4,06:52.1,08:06.6,0.028285878,09:07.7
4986,1464579,363496,158758,car,Cafe Mogador,Middle Eastern,Crispy Skin Salmon,1,Entrees,05:28.7,40.727293,-73.984517,40.72748662,-73.99169957,19:05.9,25:25.9,40:05.3,54:14.2,0.607170663,20:28.9
4988,1435427,200631,118659,walker,Amy Ruth's,Southern,C. Virginia Fields Carrot Cake,1,Desserts,02:42.0,40.80254961,-73.95023268,40.798558,-73.93488,37:08.2,52:15.5,04:05.4,14:26.7,1.36931776,25:28.6
4995,1439831,395616,144719,bicycle,Parm,Italian,Chicken Parm,1,Sandwiches,08:23.9,40.72301983,-73.995854,40.73986877,-73.98520756,03:10.4,35:10.2,45:05.4,00:57:59,2.075981562,44:53.4
5001,1472911,294992,108647,bicycle,sweetgreen,Salad,"Apples, Pears + Organic Cheddar",1,Signatures,04:28.8,40.74507859,-73.98882151,40.7355464,-73.9790128,00:02:35,00:34:59,44:23.1,54:42.2,1.344208953,42:43.1
5006,1356137,82041,133627,bicycle,Sushi of Gari Tribeca,Japanese,Sea Urchin,3,Nigiri Sushi,05:39.6,40.71672576,-74.00825065,40.720479,-74.001549,00:42:19,45:15.2,06:05.4,15:08.7,0.703091849,11:59.5
5009,1272867,141449,143261,bicycle,Luke's Lobster,Seafood,Lobster Roll,1,Rolls,05:52.6,40.77483281,-73.9544744,40.7741339,-73.964082,43:53.8,00:58:01,05:21.5,13:52.1,0.814791072,22:37.8
5013,1287281,209418,3296,bicycle,Izakaya Ten,Japanese,Tontoro,2,Meat,05:00.0,40.74721709,-74.00456083,40.78280437,-73.98386086,44:33.1,45:49.6,06:08.2,24:35.6,4.321175368,19:43.9
5015,1341364,100738,157975,bicycle,Mari Vanna,Eastern European,Homemade Blinis with Red Caviar,1,Hot Appetizers,16:22.0,40.73876871,-73.98864156,40.747098,-73.986641,18:11.5,25:48.3,04:08.6,20:23.3,0.940265727,23:51.5
5021,1418310,354016,59348,walker,Gramercy Cafe,American,Half Pound Beefburger,1,Char-Broiled Burgers and The Carving Board,03:06.3,40.73524877,-73.98590405,40.7233295,-73.9915018,54:05.8,58:28.2,10:48.3,00:21:22,1.405557591,14:56.1
5033,1375309,155124,33897,bicycle,The Meatball Shop,Italian,Spaghetti,1,Stick To Your Bones,03:55.3,40.74596311,-74.00169729,40.7443781,-73.990925,20:50.4,31:19.4,42:09.4,52:08.4,0.92667988,20:28.0
5067,1383468,383688,54954,bicycle,Caf̩ China,Chinese,Kung Pao Chicken,1,Entrees,03:43.9,40.749902,-73.982187,40.73933828,-74.00367237,37:19.6,00:56:02,02:49.2,16:45.5,2.160796161,32:38.7
5068,1326026,174528,128139,car,Blue Ribbon Brooklyn,American,Greek,1,Salads,04:24.6,40.67425095,-73.98229415,40.674762,-73.978746,44:59.6,54:55.7,08:45.8,13:19.5,0.305308792,14:29.8
5071,1302722,362741,34804,truck,Dinosaur Bar-B-Que,BBQ,Jumbo BBQ Chicken Wings,1,Small & Shared Plates,07:34.7,40.8180821,-73.9609373,40.7628861,-73.963957,23:19.8,47:13.8,03:02.8,00:50:02,6.134804479,10:53.2
5076,1410237,5693,84093,bicycle,The Meatball Shop,Italian,Spicy Pork,1,Naked Balls,03:46.8,40.74596311,-74.00169729,40.7457519,-74.0085954,14:36.5,35:53.5,41:43.6,00:49:15,0.583069219,28:48.4
5078,1348663,262058,139345,bicycle,Dinosaur Bar-B-Que,BBQ,Fried Green Tomatoes Original,1,Small & Shared Plates,04:35.5,40.8180821,-73.9609373,40.7794455,-73.9594879,35:53.8,42:57.8,07:12.7,32:15.3,4.292338334,32:06.6
5081,1274637,276883,139760,car,Blue Ribbon Sushi Izakaya,Japanese,Ebi Tempura,1,Maki,05:07.0,40.72197958,-73.98814821,40.72929674,-73.97924837,47:17.3,59:02.2,30:52.3,38:43.8,1.107062361,19:36.4
5083,1410684,72720,112990,bicycle,Coppelia,Caribbean,Pollo a la Plancha,1,Main Courses,02:32.5,40.73893882,-73.99997433,40.721786,-73.998121,00:08:41,28:49.8,35:08.2,46:31.9,1.911221876,31:32.5
5085,1475185,138966,172301,car,Lure Fishbar,Seafood,Miso Salmon Roll,1,Specialty Rolls,12:31.8,40.72463457,-73.99840236,40.7077634,-74.0138164,07:27.6,13:35.8,38:56.1,49:14.3,2.281739841,16:26.4
5086,1356981,232035,145255,bicycle,Balade,Middle Eastern,Beirut Beats Zaatar,1,Manakeesh (Lebanese Pizza),03:24.6,40.73047435,-73.98335015,40.7487007,-73.9742425,39:30.1,40:55.6,11:15.6,00:23:54,2.165279212,14:03.9
5088,1289729,52832,32580,bicycle,Donburi-ya,Japanese,Moro Ume Mayo-Q,1,Appetizers,07:48.5,40.75446491,-73.9731457,40.778028,-73.953851,00:46:31,54:01.8,00:46:36,57:49.5,3.082346898,18:44.3
5096,1355623,140793,99219,bicycle,Red Bamboo,Vegetarian,Dragonfly Dumplings,1,Appetizers,07:56.4,40.731383,-74.000286,40.7180192,-74.0069736,01:36.6,06:43.3,22:33.2,34:24.2,1.587945261,16:57.7
5098,1333543,138024,81285,bicycle,Cho Dang Gol,Korean,Dduk Kalbi Meal,1,Jung Sik,25:33.4,40.75024,-73.986505,40.7563749,-73.994512,23:03.3,40:41.4,00:18:31,29:12.2,0.959869792,28:19.3
5104,1301872,88078,137090,bicycle,RedFarm Hudson,Chinese,Steamed Lobster Dumplings (4),1,Dim Sum,19:42.9,40.73421385,-74.00620203,40.7476322,-74.0062985,45:20.7,50:59.6,24:51.9,34:03.7,1.490115332,14:50.7
5109,1355978,80460,99219,bicycle,Rubirosa,Italian,Small Vodka,1,Pizza,06:12.5,40.72274859,-73.99606192,40.7233295,-73.9915018,13:09.9,15:12.5,40:32.6,45:54.7,0.390631417,07:24.7
5112,1343403,208186,104533,bicycle,Blue Ribbon Sushi Izakaya,Japanese,Negi Hama,1,Maki,06:50.8,40.72197958,-73.98814821,40.71906001,-73.94875182,29:21.2,52:49.9,01:33.9,21:39.5,3.344336363,43:34.3
5114,1291099,316402,69889,bicycle,The Meatball Shop,American,Classic Beef Smash,1,Smash,05:30.3,40.73613088,-74.0006483,40.7309732,-74.0058531,00:15.2,05:49.1,00:19:09,26:43.7,0.722047707,13:08.6
5121,1469200,377006,177847,bicycle,Sottocasa Pizzeria,Pizza,Marinara,1,Pizza Rosse (Red Pizzas),03:49.7,40.68853911,-73.98891129,40.678161,-73.995037,00:18:25,35:43.3,44:33.4,53:07.1,1.263464767,25:52.0
5127,1293239,101202,139613,car,Burger Joint,Burger,Hamburger,1,Menu,06:08.5,40.76407583,-73.97863253,40.77612675,-73.97609461,05:32.4,22:42.3,39:01.6,51:27.9,1.355293096,29:36.2
5132,1303146,363691,120531,car,RedFarm Broadway,Chinese,RedFarm Chicken Salad,1,Starters & Salads,04:35.2,40.7821167,-73.9807391,40.7319594,-73.9962275,00:38.4,00:20:06,29:10.2,56:18.6,5.721423751,46:36.0
5135,1309029,365225,86938,car,Luke's Lobster,Seafood,Blueberry Crumble Bar,1,Extras,04:52.6,40.77483281,-73.9544744,40.7798,-73.957061,00:06:30,00:08:09,16:48.7,24:53.3,0.593250672,09:43.6
5139,1324575,52832,69993,bicycle,Han Dynasty,Chinese,Dumplings in Chili Oil,1,Hot Appetizers,03:12.3,40.732213,-73.988072,40.776967,-73.956245,11:43.5,20:29.3,29:18.3,49:20.1,5.650085148,28:47.6
5142,1299168,270525,60761,bicycle,The Smile,American,Latte,2,Coffee & Drinks,02:12.9,40.72641318,-73.99382114,40.7260641,-73.9897793,15:03.3,15:28.7,33:16.1,39:49.6,0.343657441,06:58.9
5143,1356812,97079,8625,bicycle,Benihana,Japanese,Hibachi Chicken Rice,1,Side Orders,03:58.6,40.76316588,-73.97701978,40.76460273,-73.98010481,21:25.3,37:29.4,00:19.9,05:52.8,0.305469331,21:37.0
5147,1404138,135970,44356,bicycle,Momoya,Sushi,Miso,1,Soup,06:26.5,40.78407726,-73.97762241,40.7606331,-73.9994245,00:08.4,59:59.6,00:19:19,36:09.7,3.188400358,16:41.9
5148,1367199,47594,30905,car,California Pizza Kitchen,Pizza,Sesame Ginger Chicken Dumplings,1,Appetizers,10:30.0,40.74466624,-73.98334441,40.780774,-73.9542921,17:11.8,58:54.1,05:44.4,31:45.3,4.700592215,07:43.2
5149,1320163,204102,19432,car,Rubirosa,Italian,Pasta e Fagioli Soup,1,Appetizers,04:42.0,40.72274859,-73.99606192,40.7217888,-74.0111321,03:36.1,05:18.8,00:22:09,38:34.6,1.277692942,18:08.3
5150,1340268,301708,122837,bicycle,2nd Ave Deli,Deli,French Fries,1,Vegetables and Sides,06:18.1,40.74529931,-73.97913758,40.759628,-73.966793,16:59.3,00:36:02,42:52.1,53:47.7,1.902278934,29:58.3
5154,1348442,232359,44356,bicycle,The Meatball Shop,American,Simple Salad,1,Green Market,05:04.9,40.73613088,-74.0006483,40.7407722,-74.0010762,12:21.2,18:59.5,40:49.4,47:41.8,0.516679,13:30.7
5162,1400408,97079,23359,bicycle,Benihana,Japanese,Spicy Hibachi Chicken,1,Lunch Entrees,13:43.5,40.76316588,-73.97701978,40.76460273,-73.98010481,28:20.1,52:39.4,35:46.3,41:00.3,0.305469331,29:33.3
5168,1362559,115238,30905,car,Nobu Next Door,Sushi,California Roll,1,Dinner Sushi Rolls,05:49.8,40.71938641,-74.0086925,40.7355881,-74.0035423,14:26.5,31:45.9,52:35.8,00:59:02,1.851037268,23:45.6
5169,1309453,111411,46764,bicycle,Blue Ribbon Sushi,Japanese,Wakame,1,Salads,06:18.8,40.72610966,-74.00249186,40.7460903,-73.9789781,13:20.1,30:33.3,09:26.2,27:59.4,2.977951795,35:46.4
5171,1322016,333127,142140,car,Empanada Mama (closed),Mexican,Broccoli and Cheese,1,Corn Flour,03:37.2,40.764217,-73.988321,40.74794536,-73.97885433,19:59.5,27:06.8,35:08.2,51:46.7,1.975887724,23:45.8
5173,1445286,246977,71148,bicycle,Luke's Lobster,Seafood,Crab Roll,1,Rolls,05:51.7,40.726823,-73.98547098,40.7324282,-74.0080594,07:22.3,12:47.1,26:38.6,51:56.6,2.007179518,30:42.8
5175,1275043,105138,46764,bicycle,Han Dynasty,Chinese,Mixed Vegetable Tofu Soup,1,Soups,04:52.1,40.732213,-73.988072,40.727405,-73.991802,38:02.8,58:58.7,20:49.1,27:26.4,0.619969555,27:33.2
5187,1392227,311906,154377,car,Brother Jimmy's BBQ,BBQ,Southern Style Ribs,1,BBQ Platters,09:29.8,40.74448892,-73.98093396,40.848324,-73.940635,18:17.5,30:44.5,06:04.2,35:20.5,12.02197417,41:43.3
5195,1386619,62667,154545,bicycle,Lucky's Famous Burgers,Burger,Chicken Fingers,1,Lucky's Fries & Sides,07:25.9,40.74513125,-73.99815655,40.7640214,-73.9621214,53:20.6,00:59:38,09:58.2,10:28.2,3.696024641,06:47.4
5207,1415216,106940,118707,car,Sushi of Gari 46,Sushi,Fresh Vegetable Salad,1,Salads,07:13.5,40.76065444,-73.98958275,40.7436173,-74.0064004,33:54.6,48:19.2,08:09.8,21:51.9,2.365713816,28:06.7
5210,1275452,76942,86938,car,California Pizza Kitchen,Pizza,Chicken Tequila Fettuccine,1,Pastas,06:47.3,40.74466624,-73.98334441,40.7520764,-74.0010156,27:43.2,52:51.9,07:44.2,00:22:04,1.704239933,39:28.5
5219,1400907,345429,47756,bicycle,Burger Joint,Burger,French Fries,1,Menu,04:31.4,40.76407583,-73.97863253,40.7656183,-73.9767,06:13.7,15:11.8,42:01.2,54:06.6,0.236569031,21:03.5
5220,1488852,41907,113822,bicycle,Hatsuhana,Sushi,King Crab,1,Rolls / Handrolls,09:17.2,40.75695307,-73.97723214,40.763269,-73.963113,04:41.4,09:38.5,31:58.3,46:25.7,1.383222635,19:24.5
5232,1424627,52832,152741,car,TAO,Japanese,Molten Chocolate Cake,1,Desserts,07:08.8,40.76285776,-73.971619,40.778028,-73.953851,00:44.9,09:42.1,38:31.6,51:56.2,2.255726389,22:21.8
5235,1340513,108659,3296,bicycle,Osteria Morini,Italian,Torcia,1,Pasta,06:02.1,40.72195256,-73.997737,40.720588,-73.979395,00:48:54,54:10.7,12:20.8,22:17.1,1.55708122,15:13.0
