,delivery_id,customer_id,courier_id,vehicle_type,pickup_place,place_category,item_name,item_quantity,item_category_name,how_long_it_took_to_order,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,when_the_delivery_started,when_the_courier_arrived_at_pickup,when_the_courier_left_pickup,when_the_courier_arrived_at_dropoff,distance_crossed
4,1327707,122609,118095,bicycle,Blue Ribbon Sushi,Japanese,Spicy Tuna & Tempura Flakes,2.0,Maki (Special Rolls),03:45.0,40.72610966,-74.00249186,40.7093232,-74.0158665,00:07:18.500000,00:14:42.700000,00:25:19.400000,00:48:27.200000,2.1798978379540044
26,1459871,391543,7833,bicycle,Friedman's Lunch,Breakfast,Sweet Potato Fries,1.0,Market Sides,09:19.6,40.74268064,-74.00623583,40.74012562,-74.00468661,00:14:29.800000,00:30:04.300000,00:41:53.900000,00:47:32,0.31245192695716106
27,1419674,81591,96818,bicycle,The Grey Dog - University,Coffee,Three Eggs Any Style,1.0,Breakfast,07:40.6,40.73378729,-73.99303526,40.74427388,-73.98045875,00:05:55,00:18:07.100000,00:34:28.200000,00:50:48.900000,1.5762534520350926
29,1282272,97991,72941,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,Unagi,1.0,Taiseyo (Atlantic Ocean),10:21.7,40.76765291,-73.98292546,40.74882755,-73.99013895,00:02:41,00:11:48.200000,00:28:00.700000,00:45:08.700000,2.177474018310391
32,1467996,301380,142394,bicycle,ilili Restaurant,Middle Eastern,Hommus,1.0,Dips,05:17.0,40.74418795,-73.98753094,40.734994,-73.987709,00:18:37.400000,00:30:46.400000,00:46:07.100000,00:57:18.100000,1.0210885997007604
35,1314550,348787,119813,bicycle,Otto Enoteca Pizzeria,Italian,Lentils ���Toscana�۝,1.0,Vegetables,22:42.9,40.73206376,-73.99615467,40.76758179,-73.98370418,00:40:38.800000,00:49:50,00:27:58.500000,00:55:56.800000,4.081992593007481
46,1379189,47440,112646,bicycle,Bareburger,Burger,Barest Burger,1.0,Bareburgers,06:25.1,40.72847826,-73.99839184,40.7151704,-74.0116009,00:54:08.300000,00:57:53.900000,00:08:40.400000,00:23:14.700000,1.8518683616298337
50,1322133,49104,156557,car,Empanada Mama (closed),Mexican,Reggaeton,1.0,Wheat Flour,05:35.0,40.764217,-73.988321,40.74789673,-74.00360827,00:10:10.300000,00:21:06.700000,00:33:26.100000,00:42:17.500000,2.225110586598984
57,1401304,68116,67103,truck,Blue Ribbon Sushi Izakaya,Japanese,Rock Shrimp & Crispy Garlic Teriyaki,1.0,Kushi Yaki (Skewers),08:13.9,40.72197958,-73.98814821,40.72999941,-73.9936877,00:30:30.500000,00:47:48.300000,00:01:10.300000,00:22:12.800000,1.0060654798281425
67,1325129,41991,108647,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,Tamago,1.0,Taiheiyo (Pacific Ocean),12:20.8,40.76765291,-73.98292546,40.763269,-73.963113,00:01:43.800000,00:23:34.100000,00:38:53.500000,00:49:00.300000,1.7422198946573828
68,1439884,103822,134198,bicycle,Luke's Lobster,Seafood,Lobster Roll,1.0,Rolls,06:01.5,40.726823,-73.98547098,40.7460604,-73.9946738,00:08:47.200000,00:18:21.900000,00:26:12.500000,00:44:21.900000,2.273328181479802
75,1420966,122609,28765,bicycle,Blue Ribbon Sushi,Japanese,Spicy Tuna & Tempura Flakes,1.0,Maki (Special Rolls),10:16.1,40.72610966,-74.00249186,40.7093232,-74.0158665,00:03:34.400000,00:10:10.400000,00:22:32.600000,00:37:03.400000,2.1798978379540044
76,1286764,141596,139444,bicycle,Peacefood Cafe,Vegan,Pan-seared French Horn Mushrooms,1.0,Panini,15:44.1,40.78516004,-73.97691647,40.800023,-73.971317,00:06:43.600000,00:10:21.100000,00:42:37.200000,00:54:57.800000,1.7168540228341114
81,1375520,81605,91735,bicycle,Veselka,Russian,Soft Drink,1.0,Beverages,05:28.1,40.72913623,-73.98697151,40.7363529,-73.9843794,00:45:18,00:52:59.600000,00:00:57.200000,00:11:10.100000,0.8307777061251715
82,1314550,348787,119813,bicycle,Otto Enoteca Pizzeria,Italian,Prosciutto Arugula,1.0,Pizzas,22:42.9,40.73206376,-73.99615467,40.76758179,-73.98370418,00:40:38.800000,00:49:50,00:27:58.500000,00:55:56.800000,4.081992593007481
86,1416043,133844,157415,car,Parm,Italian,House Roasted Turkey,1.0,Sandwiches,02:11.0,40.72301983,-73.995854,40.71882111,-73.98280562,00:23:42.700000,00:28:32.400000,00:33:23.600000,00:50:58.500000,1.1969902744940915
88,1294451,148459,150915,bicycle,The Kati Roll Company,Indian,Chicken Tikka Roll,1.0,Rolls,03:34.7,40.72951,-74.000865,40.7321662,-73.9886273,00:19:02.200000,00:20:16.300000,00:29:35.900000,00:57:10.600000,1.0750557279908781
101,1469623,400766,143085,car,The Meatball Shop,Italian,Vegetable,1.0,Naked Balls,06:10.1,40.77149125,-73.95633415,40.8089292,-73.9613646,00:40:26.600000,00:49:21.600000,00:17:28.400000,00:45:26.200000,4.179102361082905
103,1409918,370405,124514,bicycle,Haveli Indian Restaurant,Indian,Shahi Korma,1.0,Traditional Dishes,03:51.2,40.7271708,-73.9885098,40.741234,-74.000565,00:37:55.700000,00:40:36.500000,00:02:27.100000,00:17:35.600000,1.8643783015954967
104,1356155,376993,133293,bicycle,Emporio,Italian,Spicy Sopressata,1.0,Pizza,10:47.5,40.72263479,-73.99535031,40.72413127,-73.99993035,00:46:41.100000,00:47:43.100000,00:10:02.700000,00:21:25.100000,0.42112466830509543
109,1336187,297130,157975,bicycle,Blue Ribbon Sushi,Japanese,King Crab,1.0,Taiheiyo (Pacific Ocean),04:27.2,40.72610966,-74.00249186,40.735797,-74.000366,00:40:43.500000,00:48:58.400000,00:09:32.400000,00:17:00.800000,1.0906532787813976
111,1479832,60477,61900,bicycle,The Grey Dog - Mulberry,Coffee,Peanut Butter & Jelly,1.0,Michigan Sandwiches,05:57.2,40.723096,-73.995774,40.727405,-73.991802,00:26:21.400000,00:28:32.800000,00:46:52.200000,00:54:52.100000,0.5844456620585805
113,1418789,97079,39733,bicycle,Donburi-ya,Japanese,Jidori Katsu-Don,1.0,Donburi Dinner,04:18.0,40.75446491,-73.9731457,40.76460273,-73.98010481,00:03:51.200000,00:13:41.800000,00:35:01.700000,00:45:42.200000,1.269932061353627
115,1365600,140521,43955,bicycle,sweetgreen,Salad,"Apples, Pears + Organic Cheddar",2.0,Signatures,09:09.0,40.72132319,-74.00973201,40.7246814,-73.9954465,00:18:23.500000,00:51:07.900000,00:04:28,00:15:00.400000,1.263232670252797
117,1295658,350083,81503,car,Sushi of Gari 46,Sushi,Yellowtail Sushi,2.0,Sushi,05:57.7,40.76065444,-73.98958275,40.7951002,-73.9655589,00:07:00.800000,00:18:18.400000,00:28:05.800000,00:42:58.200000,4.329542366506481
125,1328988,255435,144384,bicycle,Lure Fishbar,Seafood,Organic Farro Salad,1.0,Lunch Soups & Salads,06:00.7,40.72463457,-73.99840236,40.7435682,-73.9724053,00:49:31.800000,00:54:59,00:15:19.200000,00:34:20.700000,3.040280878670786
126,1386459,331143,104533,bicycle,Waverly Diner,American,Jalape̱o Poppers,2.0,Appetizers & Finger Foods,06:38.1,40.73301222,-74.00005605,40.732486,-73.996585,00:14:29.800000,00:36:13.100000,00:52:07.800000,00:55:43.300000,0.2989801468089033
127,1362953,126204,104989,bicycle,Pio Pio,South American,Ensalada de Avocado,1.0,La Primaveras,05:23.1,40.74551114,-73.97760519,40.7644118,-73.9639728,00:07:35.900000,00:28:11.400000,00:40:31.600000,00:55:37.500000,2.3938788406050233
133,1413712,367800,43955,bicycle,sweetgreen,Salad,Organic Butternut Squash (Big),1.0,Soup,06:54.3,40.74507859,-73.98882151,40.7589426,-73.9793564,00:09:28.600000,00:13:18.700000,00:39:08.700000,00:52:24.800000,1.734718256003038
138,1338571,62929,30743,bicycle,Bareburger,Burger,Barest Burger,1.0,Bareburgers,06:55.4,40.72847826,-73.99839184,40.721723,-74.004688,00:34:20.800000,00:40:20.100000,00:52:57.700000,00:58:50.100000,0.9196117251910388
142,1416029,173667,124897,bicycle,Osteria Morini,Italian,Branzino,1.0,Entrees,03:59.5,40.72195256,-73.997737,40.71876068,-74.00253589,00:23:42.100000,00:26:21.900000,00:40:40.100000,00:46:10.500000,0.5385469108334228
148,1345722,42153,30743,bicycle,Blue Smoke,BBQ,North Carolina Salt Peanuts,1.0,Starters & Salads,13:58.1,40.742334,-73.9838552,40.7382555,-74.0059417,00:28:17.900000,00:39:38.600000,00:01:38,00:14:29.100000,1.9197185138561796
151,1391093,146588,143261,bicycle,Sushi of Gari,Sushi,Ebi Shumai,1.0,Additional Appetizers,07:34.7,40.77156871,-73.95278683,40.7855606,-73.9546989,00:45:49.600000,00:55:48.400000,00:17:58.600000,00:37:34.400000,1.5621553988678805
157,1358636,342107,116141,bicycle,The Kati Roll Company,Indian,Unda Chicken Roll Special,1.0,Rolls,06:54.3,40.7527676,-73.98493767,40.76745,-73.992028,00:24:25.300000,00:34:45.600000,00:42:05.300000,00:55:25.300000,1.736916308917665
163,1313148,175703,49875,bicycle,The Meatball Shop,Italian,Classic Beef Hero,1.0,Heroes,05:10.9,40.74596311,-74.00169729,40.741815,-73.992895,00:13:05.500000,00:13:46.100000,00:26:14.400000,00:32:25.300000,0.8745842190971783
164,1480991,94480,30774,bicycle,TAO,Japanese,Jasmine White Rice,1.0,Sophisticated Noodles and Rice,09:58.8,40.76285776,-73.971619,40.7735382,-73.9621981,00:31:41,00:53:32.700000,00:05:24,00:15:33.200000,1.4280725224868593
170,1439953,385150,32580,bicycle,Blue Ribbon Sushi,Japanese,Shumai,1.0,Appetizers,06:36.3,40.72610966,-74.00249186,40.7810682,-73.9519127,00:14:17.600000,00:41:08.500000,00:00:43.400000,00:25:14.600000,7.449280560047079
180,1340289,59105,158266,scooter,Sushi of Gari 46,Sushi,Yellowtail with Jalapeno Sushi,1.0,Sushi,14:22.6,40.76065444,-73.98958275,40.743701,-73.987386,00:21:37.400000,00:29:55.900000,00:09:18.700000,00:24:52.600000,1.8917826635477109
188,1301872,88078,137090,bicycle,RedFarm Hudson,Chinese,Shrimp & Snow Pea Leaf Dumplings (4),1.0,Dim Sum,19:42.9,40.73421385,-74.00620203,40.7476322,-74.0062985,00:45:20.700000,00:50:59.600000,00:24:51.900000,00:34:03.700000,1.4901153324764145
192,1366096,126798,58695,bicycle,Cafe Mogador,Middle Eastern,Moroccan Iced Tea,1.0,Cold Drinks,11:27.8,40.727293,-73.984517,40.72473426,-73.98115693,00:11:39.500000,00:20:47.800000,00:43:07.900000,00:46:30.100000,0.40164522428423494
193,1314681,366975,123581,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,Spicy Lobster Roll,1.0,Maki (Special Rolls),06:42.7,40.76765291,-73.98292546,40.77143706,-73.98931683,00:02:50.500000,00:24:17.300000,00:37:43.300000,00:46:58.500000,0.6839355819940589
194,1309812,37692,138057,car,Empanada Mama (closed),Mexican,Banana Milkshake,2.0,Natural Fruit Shakes,06:05.8,40.764217,-73.988321,40.748328,-73.99018,00:02:37,00:19:50.400000,00:31:10.500000,00:51:46.200000,1.7714302265970348
198,1435705,151789,140684,bicycle,sweetgreen,Salad,Roasted Turkey + Fall Vegetables,1.0,Signatures,03:01.4,40.74507859,-73.98882151,40.7506213,-73.9862915,00:47:18,00:52:34.900000,00:13:55,00:19:05.400000,0.6515454668226853
200,1309357,197633,28765,bicycle,Sushi of Gari 46,Sushi,Kani Shumai,1.0,Appetizers,14:15.2,40.76065444,-73.98958275,40.75133575,-74.00376571,00:02:54.700000,00:17:14.600000,00:47:03.400000,00:58:35,1.5828160284179584
209,1439941,117276,152741,car,RedFarm Broadway,Chinese,Three Chili Chicken,1.0,Mains,08:27.3,40.7821167,-73.9807391,40.76803431,-73.9575779,00:13:41.800000,00:27:32.300000,00:42:16.400000,00:54:22.700000,2.5037432602114214
211,1410187,300003,154990,bicycle,Grand Sichuan International,Chinese,Vegetable Roll,2.0,Appetizers,05:38.3,40.74738419,-74.00096687,40.7518109,-74.0018238,00:08:09.700000,00:11:54.100000,00:28:43.700000,00:37:01.500000,0.4968806001346737
213,1310141,115610,58695,bicycle,Delicatessen,American,Award Winning Pan Roasted Chicken Thigh Sandwich,1.0,Entrees,11:07.4,40.72370271,-73.99634312,40.72357217,-74.01085812,00:41:14.800000,00:42:11.200000,00:19:12.100000,00:30:19.900000,1.2263945364060542
227,1341064,359768,49223,bicycle,The Grey Dog - University,Coffee,Chicken Tenders,1.0,Small Plates,02:21.4,40.73378729,-73.99303526,40.7365268,-73.9815019,00:50:54.800000,00:59:29.300000,00:11:49.300000,00:20:27.700000,1.0206289413328076
228,1413866,62692,105427,bicycle,One Lucky Duck - Juice & Takeaway,Vegetarian,Taco Salad,1.0,Salads,09:08.9,40.735725,-73.98712647,40.7424033,-73.9864666,00:44:22.700000,00:46:59.200000,00:02:20.100000,00:20:16.600000,0.7437091619258774
247,1375149,67538,34667,bicycle,Lure Fishbar,Seafood,Spicy Big Eye Tuna,1.0,Rolls: Cut or Hand,12:20.2,40.72463457,-73.99840236,40.731172,-74.009934,00:03:07.200000,00:22:27.200000,00:34:13.900000,00:41:50.400000,1.2149459204447361
251,1325815,78318,48430,bicycle,RedFarm Hudson,Chinese,Katz�۪s Pastrami Egg Roll (1),1.0,Dim Sum,05:40.5,40.73421385,-74.00620203,40.7298647,-74.0042959,00:25:22.700000,00:26:44.200000,00:51:03.900000,00:58:56.100000,0.5091023901274803
252,1474543,104358,52826,bicycle,Taim Falafel and Smoothie Bar,Food Truck,Date-Lime-Banana,2.0,Smoothies,06:41.9,40.73595141,-74.00176042,40.7342199,-73.9902554,00:06:18.700000,00:08:50.400000,00:21:40.400000,00:31:16.100000,0.9906814617766632
255,1324679,54110,45026,bicycle,Tamarind TriBeCa,Indian,Tamarind Rice,1.0,Basmati Degh Rice,02:56.3,40.71926893,-74.00874988,40.743635,-74.006331,00:39:01,00:44:44.900000,00:06:34.400000,00:25:14,2.7135254251076932
260,1475520,117810,104533,bicycle,Momoya,Sushi,Crispy Rice,1.0,Signature Roll,10:08.8,40.78407726,-73.97762241,40.7843123,-73.951934,00:53:46.900000,00:55:37.700000,00:21:19.900000,00:30:36.400000,2.1684902101436445
266,1295874,348352,133293,bicycle,Olea,Mediterranean,Whole-Grain Farro Pasta,1.0,Appetizers,06:51.8,40.687689,-73.970745,40.686281,-73.963058,00:27:46.700000,00:32:44.700000,00:00:10.500000,00:05:11.700000,0.6683437186682106
268,1309073,84087,90681,bicycle,The Meatball Shop,Italian,Chicken,1.0,Naked Balls,03:03.8,40.74596311,-74.00169729,40.746516,-73.987214,00:15:28.800000,00:17:22.100000,00:31:12.400000,00:41:04,1.2247557209187712
270,1350002,120385,22502,bicycle,Westville Hudson,American,NY Strip Steak Sandwich,1.0,Sandwiches,05:48.1,40.72703111,-74.00751114,40.721293,-73.994055,00:14:32.900000,00:29:05.800000,00:40:41.600000,00:49:33.400000,1.3032435771322277
273,1366200,70456,94865,bicycle,Parm,Italian,Chicken Parm,1.0,Sandwiches,04:46.0,40.72301983,-73.995854,40.746611,-73.985382,00:34:20.100000,00:58:47.500000,00:06:34.800000,00:22:01.600000,2.7650841411818052
281,1340422,182252,133004,bicycle,Five Leaves,American,House Made Ricotta,1.0,Starters,10:31.8,40.72360525,-73.95165604,40.71021966,-73.96635046,00:38:18.100000,00:42:39.300000,00:30:57.400000,00:47:14.900000,1.936770897350837
282,1291979,88508,100390,bicycle,Baz Bagel and Restaurant,Breakfast,Egg & Cheese Sandwich,2.0,Eggs,04:02.2,40.71925155,-73.99776157,40.7247659,-74.0073969,00:19:35.600000,00:29:55.100000,00:42:14.300000,00:50:40.200000,1.0186707166731774
285,1350002,120385,22502,bicycle,Westville Hudson,American,Grilled Marinated Chicken Breast,1.0,Plates,05:48.1,40.72703111,-74.00751114,40.721293,-73.994055,00:14:32.900000,00:29:05.800000,00:40:41.600000,00:49:33.400000,1.3032435771322277
293,1458607,148168,91807,walker,P.J. Clarke's,American,"""The Cadillac""",1.0,P.J. Clarke's Hamburgers,05:00.5,40.75893876,-73.96853113,40.744452,-73.9899827,00:38:57.500000,00:48:36.400000,00:02:15.700000,00:16:20.900000,2.422787932620561
303,1410399,116552,20962,walker,Han Dynasty,Chinese,Dry Pepper Style,1.0,Entrees,02:40.0,40.732213,-73.988072,40.7615762,-73.9653337,00:35:45.600000,00:37:07.500000,00:15:27.400000,00:32:46.500000,3.78423310781194
305,1427383,41318,143085,car,Caf̩ Select,German,2 Eggs Any Style Over R̦sti,1.0,Breakfast (Daily 8am-5pm),07:32.3,40.72164844,-73.99753332,40.720866,-73.999256,00:00:23.700000,00:13:28.300000,00:28:18,00:29:23.600000,0.16950976332476184
306,1309954,142773,144919,bicycle,Hibino,Japanese,Shrimp Tempura Roll,1.0,Rolls,03:40.3,40.69014791,-73.99631112,40.6912119,-73.9921824,00:19:34.300000,00:29:50.700000,00:39:40.400000,00:43:52.500000,0.36844811084426005
316,1473035,42781,68208,bicycle,sweetgreen,Salad,Spicy Sabzi (V),1.0,Signatures,06:41.4,40.74507859,-73.98882151,40.751771,-73.987337,00:44:25.600000,00:57:12.900000,00:17:03.200000,00:29:00.100000,0.7536866186186139
337,1346178,88201,41959,bicycle,J. G. Melon,Burger,Cottage Fried Potatoes,1.0,Main Menu,06:54.2,40.77113521,-73.9596231,40.7811695,-73.9562204,00:19:20.500000,00:21:49.700000,00:30:09.800000,00:40:00,1.1507333201672574
347,1300896,63020,145255,bicycle,The Odeon,American,Croque Monsieur,1.0,Sandwiches,09:12.5,40.71701346,-74.00812268,40.72205762,-73.9967726,00:00:27.200000,00:07:09.200000,00:22:29.600000,00:31:01.400000,1.1105862163800022
354,1460269,124596,7833,bicycle,RedFarm Hudson,Chinese,Pan-Fried Lamb Dumplings (4),1.0,Dim Sum,04:15.8,40.73421385,-74.00620203,40.727478,-74.003654,00:52:06.200000,00:53:34.500000,00:27:24.100000,00:32:19.800000,0.7783618278851788
358,1306802,183004,104533,bicycle,Bread & Butter,Deli,Blueberry Pancakes,1.0,French Toast/Pancakes,16:09.5,40.74379023,-73.98389161,40.7608166,-73.9682882,00:44:50,00:51:41.300000,00:32:01.500000,00:52:10.900000,2.3046289769131807
361,1340787,47280,22502,bicycle,Blue Ribbon Sushi,Japanese,House Salad,1.0,Salads,04:27.4,40.72610966,-74.00249186,40.724888,-74.010099,00:21:08.600000,00:52:47.800000,00:02:53.500000,00:09:08.600000,0.6568387667160617
372,1437531,222433,158227,bicycle,sweetgreen,Salad,Guacamole Greens,1.0,Signatures,09:48.1,40.72132319,-74.00973201,40.7179397,-74.0046654,00:17:41.200000,00:26:03.100000,00:37:23,00:45:02.100000,0.5695856402191589
379,1356612,110384,72480,car,The Meatball Shop,Italian,Chicken,2.0,Naked Balls,06:39.3,40.77149125,-73.95633415,40.7658174,-73.9634732,00:03:29.400000,00:26:53.600000,00:34:13.600000,00:45:38.400000,0.8719485485587988
387,1362282,157578,7833,bicycle,P.J. Clarke's,American,3rd Ave Jumbo Shrimp Chopped Salad,1.0,Entree Salads,08:58.4,40.75893876,-73.96853113,40.7679804,-73.9648903,00:33:35.300000,00:44:55.800000,00:05:14.600000,00:12:04.800000,1.050074493725044
390,1329635,114476,136851,bicycle,Zero Otto Nove,Italian,La Vincenzo,1.0,Pizza,17:03.2,40.74082036,-73.99148807,40.7465483,-74.0086102,00:17:10.600000,00:36:54.300000,00:43:43.500000,00:58:16.300000,1.5798481521872698
396,1413869,49620,49875,bicycle,Cafe Habana,Mexican,Cuban Sandwich,1.0,Tortas y Burritos,08:20.1,40.7228417,-73.99411647,40.737975,-74.002922,00:44:47.900000,00:52:15.300000,00:07:35.500000,00:18:29.400000,1.8378051510682702
399,1400494,59221,57186,bicycle,The Palm,Steak,Filet Mignon 14 oz,1.0,Steaks & Chops,08:21.6,40.76193686,-73.98542197,40.7882044,-73.9756009,00:33:26.700000,00:47:14.300000,00:12:04.200000,00:30:34.500000,3.0325384175387025
408,1323353,318689,99219,bicycle,Olive Garden,Italian,Lasagna Fritta,1.0,Antipasti,08:25.8,40.75930175,-73.98495913,40.7432177,-74.0073429,00:29:35.400000,00:29:48.700000,00:02:41.100000,00:19:22.100000,2.600682589516297
415,1458212,186473,114469,bicycle,Blue Ribbon Sushi,Japanese,Sushi Deluxe,1.0,Platters,06:19.9,40.72610966,-74.00249186,40.7393847,-73.9924463,00:09:25.300000,00:14:06.200000,00:26:33.700000,00:39:07.300000,1.7009705871049214
427,1482784,241719,39733,bicycle,Blue Ribbon Sushi Izakaya,Japanese,Seasonal Vegetable,1.0,Soups,04:28.3,40.72197958,-73.98814821,40.7069298,-74.0086171,00:14:41.700000,00:15:11.100000,00:36:01,00:51:55.600000,2.4050952742713685
436,1461203,46947,118659,walker,Crema Restaurante,Mexican,Guacamole Combo,1.0,For the Table,04:35.0,40.73962102,-73.99597922,40.732827,-73.996405,00:06:32.200000,00:41:30.400000,00:48:45.200000,00:57:30.100000,0.7553246073980181
451,1385849,54809,161295,car,J. G. Melon,Burger,Cheeseburger,2.0,Main Menu,04:28.9,40.77113521,-73.9596231,40.773515,-73.978841,00:32:27.800000,00:49:17.700000,00:02:37.700000,00:18:28.800000,1.6438349616333476
462,1407677,68775,61900,bicycle,Sushi of Gari Tribeca,Japanese,Spicy Scallop,1.0,Hand Roll,10:18.7,40.71672576,-74.00825065,40.720227,-74.002111,00:04:10.500000,00:39:01.200000,00:42:39.600000,00:48:02.400000,0.6482862307907575
465,1470810,175327,39733,bicycle,Nobu Next Door,Sushi,Yellowtail Sashimi with Jalapeno,3.0,Dinner Cold Dishes,06:42.8,40.71938641,-74.0086925,40.732029,-74.003219,00:30:39,00:32:13.500000,00:12:03.400000,00:22:34,1.4781351192064618
468,1362670,91105,3296,bicycle,Cafe Mogador,Middle Eastern,Roasted Halumi Cheese,1.0,Appetizers,16:12.2,40.727293,-73.984517,40.744939,-73.976998,00:29:47.300000,00:34:32.100000,00:18:52.500000,00:28:44.200000,2.0599253857886106
473,1302788,231061,39443,bicycle,Han Dynasty,Chinese,Lo Mein,1.0,Kids/Baby Adults,08:04.4,40.732213,-73.988072,40.744708,-73.9908567,00:29:24.100000,00:46:31.800000,00:11:53.400000,00:25:03.700000,1.4073507734192954
474,1383453,46219,48430,bicycle,The Meatball Shop,American,Classic Beef Hero,1.0,Heroes,02:11.0,40.73613088,-74.0006483,40.7371765,-74.0084423,00:35:19.500000,00:57:00.200000,00:04:50.200000,00:11:30.300000,0.6685139508205277
484,1399605,374435,37696,bicycle,One Lucky Duck - Juice & Takeaway,Vegetarian,Chocolate Ganache Tart,1.0,Sweets,12:41.0,40.735725,-73.98712647,40.742855,-73.977551,00:16:39.700000,00:31:25.600000,00:49:15.200000,00:56:28.400000,1.1318438949302103
492,1341402,373523,111793,car,Tamarind TriBeCa,Indian,Chicken Tikka Masala,2.0,Chicken (Murg),08:40.4,40.71926893,-74.00874988,40.7186175,-74.0047742,00:21:18.900000,00:37:12.700000,00:10:24.800000,00:15:56.900000,0.3436125672887544
497,1470557,152786,122124,bicycle,Cafe Habana,Mexican,Flan,1.0,Side Orders,06:31.5,40.7228417,-73.99411647,40.747184,-73.97245,00:01:50.500000,00:04:57.400000,00:17:47.900000,00:35:36.900000,3.264476443868489
503,1470276,338910,118093,scooter,Caf̩ China,Chinese,Spicy Chengdu Wonton,1.0,Dim Sum,02:41.9,40.749902,-73.982187,40.7520764,-74.0010156,00:23:46.200000,00:31:19.300000,00:41:29.200000,00:52:13.600000,1.6083241218649598
504,1325796,325285,104533,bicycle,RedFarm Hudson,Chinese,"Crispy Skin Smoked Chicken, Garlic",2.0,Mains,14:37.5,40.73421385,-74.00620203,40.717522,-73.992723,00:22:22.900000,00:40:51.700000,00:31:23,00:47:40.400000,2.1754542429232075
524,1345779,71825,9549,bicycle,sweetgreen,Salad,Kale Caesar,1.0,Signatures,05:41.1,40.72132319,-74.00973201,40.7204777,-74.0022118,00:35:11.700000,00:42:23.200000,00:06:43.800000,00:14:28.700000,0.6422753745678007
526,1415630,65009,99219,bicycle,Blue Ribbon Sushi Izakaya,Japanese,Hirame,1.0,Taiseyo (Atlantic Ocean),07:49.4,40.72197958,-73.98814821,40.739192,-73.987326,00:34:44.700000,00:45:40.700000,00:18:00.700000,00:34:30.400000,1.912678505415818
531,1439953,385150,32580,bicycle,Blue Ribbon Sushi,Japanese,Ebi Shumai,1.0,Appetizers,06:36.3,40.72610966,-74.00249186,40.7810682,-73.9519127,00:14:17.600000,00:41:08.500000,00:00:43.400000,00:25:14.600000,7.449280560047079
532,1409533,67153,122309,bicycle,sweetgreen,Salad,Salad,1.0,Make Your Own,03:14.4,40.74507859,-73.98882151,40.7455793,-74.0053357,00:22:01.700000,00:27:09.900000,00:47:29.700000,00:58:07.700000,1.3958665164181963
536,1460730,363783,158623,bicycle,Cafe Mogador,Middle Eastern,Cucumber Yogurt,1.0,Appetizers,07:24.7,40.727293,-73.984517,40.7605599,-73.9990525,00:30:00.900000,00:40:47.900000,00:00:42.200000,00:23:01.500000,3.892901992537203
537,1308780,365244,22502,bicycle,Bareburger,Burger,Roadhouse,1.0,Bareburgers,04:20.2,40.67176012,-73.97760519,40.65214519,-73.95781196,00:01:11.500000,00:07:25.800000,00:22:45.300000,00:40:11.500000,2.7470087835197066
540,1410621,37982,84093,bicycle,Saravanaa Bhavan,Indian,Rava Kichadi,1.0,Rice Corner,03:38.5,40.74160488,-73.98330424,40.738804,-74.009342,00:01:20.300000,00:16:53.300000,00:22:13.200000,00:43:36.100000,2.221156229942943
543,1281323,350083,47204,bicycle,Luke's Lobster,Seafood,Lobster Roll,1.0,Rolls,04:08.4,40.726823,-73.98547098,40.726699,-74.0018599,00:22:33.700000,00:54:14.200000,00:03:34.400000,00:18:01.900000,1.3846319016277224
544,1324738,151191,101359,bicycle,Pongsri Thai,Thai,Pad See Ew,2.0,Noodles,04:05.1,40.76093733,-73.98651239,40.71661378,-74.01256386,00:54:03.100000,00:59:48.700000,00:10:56,00:41:09.600000,5.391564083328473
547,1353627,198194,99219,bicycle,sweetgreen,Salad,Organic Butternut Squash (Small),1.0,Soup,06:34.5,40.74507859,-73.98882151,40.76350078,-73.97473595,00:33:24,00:36:39.600000,00:19:59.600000,00:35:54.300000,2.366439385083011
558,1469842,131645,138560,bicycle,The Meatball Shop,Italian,Chicken,1.0,Naked Balls,02:27.5,40.77149125,-73.95633415,40.768279,-73.952297,00:19:11.800000,00:19:51.600000,00:27:41.900000,00:31:48.600000,0.4933796315864576
559,1356719,328551,106964,bicycle,Kanoyama,Sushi,Salmon Roll,2.0,Rolls & Hand Rolls,09:10.4,40.730391,-73.98638613,40.7316543,-73.99021305,00:12:59.400000,00:30:44.600000,00:49:03.800000,00:54:36,0.352410579594552
563,1335720,372332,62860,bicycle,Casa,Breakfast,Picanha Com Arroz de Brocoli,1.0,Pratos Principais (Main Courses),04:42.7,40.73152429,-74.0048994,40.740995,-73.996534,00:26:21.300000,00:30:20.500000,00:50:43.700000,00:57:39.400000,1.267048396700632
567,1333097,42935,132725,bicycle,Barbounia,Mediterranean,Deluxe Selection of Five,1.0,Dinner Mezze,12:09.1,40.73823004,-73.98783237,40.731541,-73.992115,00:44:04.700000,00:55:54.600000,00:07:16,00:21:42.300000,0.8262181841405353
568,1317915,91572,145761,bicycle,sweetgreen,Salad,Earth Bowl,1.0,Signatures,06:53.0,40.74507859,-73.98882151,40.755993,-73.9861362,00:32:34.200000,00:52:00.400000,00:04:50.700000,00:26:48.300000,1.2330685847906708
