,delivery_id,customer_id,courier_id,vehicle_type,pickup_place,place_category,item_name,item_quantity,item_category_name,how_long_it_took_to_order,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,when_the_delivery_started,when_the_courier_arrived_at_pickup,when_the_courier_left_pickup,when_the_courier_arrived_at_dropoff,distance_crossed
1585,1462944,390436,52502,bicycle,Blue Ribbon Sushi,Japanese,House Salad,1.0,Salads,05:36.1,40.72610966,-74.00249186,40.735294,-74.003609,00:45:53.600000,00:59:59,00:24:26.500000,00:35:47.100000,1.02426590765795
1590,1470836,134058,154545,bicycle,The Meatball Shop,Italian,Daily Roast Veggies,1.0,Green Market,05:19.0,40.72154512,-73.98884243,40.72803678,-74.00170877,00:32:42.700000,00:43:03.100000,00:49:23.500000,00:57:43.600000,1.304321797868373
1591,1293696,87151,104146,van,sweetgreen,Salad,Organic Lentil + Chickpea Soup,1.0,Soup,06:29.2,40.72132319,-74.00973201,40.723361,-73.999911,00:16:59.100000,00:56:35.500000,00:02:55.500000,00:13:27.900000,0.86005540682645
1594,1394990,43636,53095,bicycle,The Meatball Shop,American,Chicken Smash,1.0,Smash,05:00.5,40.73613088,-74.0006483,40.7520764,-74.0010156,00:03:31.300000,00:18:49.700000,00:24:51.900000,00:37:48.300000,1.7710052128048108
1595,1342115,365525,158791,car,Serafina Fabulous Pizza,Italian,Gnocchi ���Di Mamma�۝,1.0,Pasta,08:42.6,40.77608319,-73.96217158,40.7668117,-73.9620469,00:29:55.500000,00:42:59.400000,00:51:49.300000,00:58:46.200000,1.0296480674597388
1597,1475574,99685,138061,car,RedFarm Broadway,Chinese,Mushroom & Vegetable Spring Rolls,1.0,Starters & Salads,06:15.4,40.7821167,-73.9807391,40.7821548,-73.9582185,00:00:21,00:15:19.300000,00:25:11.500000,00:41:27.700000,1.901004847467848
1599,1488246,64963,157086,car,The Palm Too,Steak,Jumbo Shrimp Cocktail,1.0,Dinner Appetizers,10:24.8,40.75157468,-73.97091304,40.77037,-73.966006,00:00:50.300000,00:25:24.800000,00:35:59.400000,00:55:44.600000,2.127936240265199
1605,1319910,108046,93783,bicycle,Rubirosa,Italian,Small Vodka,1.0,Pizza,02:44.7,40.72274859,-73.99606192,40.7108333,-74.0055556,00:25:08.600000,00:25:14.300000,00:44:34.900000,00:57:26,1.5473376121981754
1609,1347238,113507,69993,bicycle,Parm,Italian,String Beans Oreganata,2.0,Vegetables,10:08.5,40.72301983,-73.995854,40.7372808,-73.9912342,00:50:00.400000,00:51:22,00:18:42.200000,00:26:34.100000,1.6310411740471313
1613,1450709,317904,35973,bicycle,Rubirosa,Italian,Mixed Green,1.0,Insalata,03:34.8,40.72274859,-73.99606192,40.733975,-73.992395,00:47:27.600000,00:58:47.400000,00:15:37.700000,00:22:16.900000,1.284589140097818
1618,1325325,363783,86938,car,TAO,Japanese,Chicken Gyoza with Napa Cabbage and Soy Dipping Sauce,1.0,Dumplings,03:20.8,40.76285776,-73.971619,40.7605599,-73.9990525,00:28:14.600000,00:48:24.200000,00:03:13.200000,00:27:25.300000,2.330427899693229
1626,1322803,256852,128139,car,Olea,Mediterranean,Lentil Salad,1.0,Main Lunch Menu,08:12.2,40.687689,-73.970745,40.6880925,-73.9792735,00:41:56.200000,00:45:18.400000,00:00:07.300000,00:09:12,0.722312156515453
1633,1311664,115231,104533,bicycle,Izakaya Ten,Japanese,Buta Kimchee,1.0,Most Popular Dishes,08:04.9,40.74721709,-74.00456083,40.77744772,-73.97557245,00:31:20.700000,00:34:39,00:07:45,00:10:32.900000,4.154660971156725
1636,1475296,49086,28765,bicycle,Jack's Wife Freda,Mediterranean,Peri Peri Chicken,1.0,Entrees,01:23.0,40.72198995,-73.9977479,40.7321536,-73.9885787,00:25:08.400000,00:30:37.800000,00:43:24.700000,00:58:21.800000,1.3689109891160967
1643,1334140,107909,44356,bicycle,ilili Restaurant,Middle Eastern,Riz,1.0,Vegetables,05:31.0,40.74418795,-73.98753094,40.7342199,-73.9902554,00:12:06.600000,00:36:56.600000,00:44:15.600000,00:52:45.200000,1.1306081477163163
1646,1412044,50633,162381,van,Serafina Fabulous Pizza,Italian,Carciofi E Parmigiano,1.0,Insalate,07:33.4,40.77608319,-73.96217158,40.7667297,-73.9561113,00:14:54.300000,00:23:18,00:30:38,00:42:23.200000,1.1578748403426684
1649,1301362,363245,71148,bicycle,Luke's Lobster,Seafood,Taste of Maine,1.0,Rolls,03:26.9,40.726823,-73.98547098,40.7342506,-73.9902123,00:46:17.200000,00:54:21.900000,00:04:12.300000,00:13:03.900000,0.9169311597051196
1660,1475023,164529,167596,bicycle,Blue Ribbon Sushi,Japanese,Kanpachi,1.0,Taiheiyo (Pacific Ocean),02:00.7,40.72610966,-74.00249186,40.7204295,-73.984641,00:43:11.900000,00:59:48.400000,00:11:19.800000,00:22:10.700000,1.6347445943134464
1661,1285276,298583,41959,bicycle,sweetgreen,Salad,Spicy Sabzi (vegan),1.0,Signatures,02:34.9,40.74507859,-73.98882151,40.728564,-73.9951237,00:02:34.600000,00:15:51.100000,00:27:11.900000,00:40:38.600000,1.9096253753692858
1667,1474815,398930,125504,bicycle,RedFarm Broadway,Chinese,Diced Tuna with Crispy Noodles,1.0,Starters & Salads,04:02.4,40.7821167,-73.9807391,40.7900392,-73.953884,00:02:02.900000,00:12:13.200000,00:39:02.400000,00:50:01.600000,2.4314977308474734
1679,1423237,144851,100390,bicycle,Benihana,Japanese,Hibachi Chicken Rice,2.0,Side Orders,13:58.3,40.76316588,-73.97701978,40.7521903,-73.9778279,00:06:14.200000,00:34:19,00:45:26,00:55:45.700000,1.220738479364233
1681,1322831,242,91807,walker,Bareburger,Burger,Classic,1.0,Bareburgers,04:57.1,40.74204545,-74.0007619,40.7521725,-74.0051432,00:48:03.800000,00:53:39.600000,00:15:33.900000,00:28:21.800000,1.1839099479814226
1686,1398254,70001,140794,walker,J. G. Melon,Burger,Chili,1.0,Main Menu,07:12.6,40.77113521,-73.9596231,40.7704492,-73.9577275,00:15:37.400000,00:21:19.200000,00:35:13.100000,00:36:09.800000,0.17724466978116757
1697,1422727,391746,34667,bicycle,Blue Ribbon Sushi,Japanese,Binnaga,2.0,Taiheiyo (Pacific Ocean),08:08.1,40.72610966,-74.00249186,40.7274345,-74.0059484,00:10:20,00:25:27.700000,00:32:48.500000,00:39:02.800000,0.3269818097052876
1699,1405539,81828,105468,bicycle,The Meatball Shop,American,Chicken,1.0,Naked Balls,31:55.6,40.73613088,-74.0006483,40.72530703,-73.99445242,00:20:29.400000,00:46:49.700000,00:05:35.400000,00:14:49.500000,1.3109912338949588
1700,1360855,315075,43955,bicycle,Taim Falafel and Smoothie Bar,Food Truck,Hummus & Falafel Side,1.0,Salads & Sides,04:39.2,40.73595141,-74.00176042,40.75185599,-73.99453701,00:00:16.800000,00:11:55.800000,00:16:45.500000,00:28:29.800000,1.8685892012520224
1707,1369655,327651,151467,bicycle,Pio Pio,South American,Juanita's Chicken,1.0,De Fondo,03:56.6,40.76040697,-73.99489403,40.77526372,-73.98975963,00:50:53.500000,00:57:35.100000,00:05:18.400000,00:22:07.400000,1.7058339128046962
1710,1371397,349206,156557,car,French Roast,French,Spicy Buffalo Chicken Wings,1.0,Appetizers,10:48.0,40.78761311,-73.97712309,40.782797,-73.984308,00:37:07.100000,00:43:41.100000,00:02:31.700000,00:10:02.400000,0.8086018077783264
1720,1372435,342515,144068,bicycle,Five Guys Burgers and Fries,Burger,Cheese Dog,1.0,Dogs,07:49.3,40.751681,-73.974069,40.7658681,-73.9631906,00:08:16.900000,00:27:24.200000,00:36:45.100000,00:45:48.600000,1.8237033362430835
1721,1382800,77341,119839,bicycle,The Meatball Shop,Italian,Market Salad,1.0,Green Market,11:40.1,40.74596311,-74.00169729,40.7448369,-73.9919763,00:40:04.900000,00:46:03,00:05:53.100000,00:13:02.800000,0.8304871987381907
1731,1440604,47280,34667,bicycle,Blue Ribbon Sushi,Japanese,Uni,1.0,Taiheiyo (Pacific Ocean),04:38.7,40.72610966,-74.00249186,40.724888,-74.010099,00:13:12.800000,00:18:22.500000,00:43:43.100000,00:54:25.800000,0.6568387667160617
1733,1357774,208020,139444,bicycle,Sushi of Gari 46,Sushi,Kani Shumai,1.0,Appetizers,24:56.1,40.76065444,-73.98958275,40.7470189,-73.99092197,00:07:14.900000,00:17:49.800000,00:44:16.600000,00:58:23.200000,1.5184326610896663
1735,1436294,123504,60761,bicycle,sweetgreen,Salad,Organic Lentil Chickpea (Small),1.0,Soup,02:57.7,40.74507859,-73.98882151,40.7417398,-73.9968328,00:53:59.200000,00:54:55.200000,00:11:45.800000,00:19:03.800000,0.771562979995165
1743,1332846,111218,138061,car,Melt Shop,American,Truffle Melt,1.0,Sandwiches,10:16.4,40.74460714,-73.99074197,40.7736712,-73.9583353,00:13:47.300000,00:48:35.200000,00:00:27.800000,00:19:55.400000,4.231447232022948
1757,1372722,47594,164202,bicycle,California Pizza Kitchen,Pizza,Key Lime Pie,1.0,Desserts,06:27.3,40.74466624,-73.98334441,40.780774,-73.9542921,00:47:15.800000,00:53:05.400000,00:21:54.500000,00:54:21.100000,4.700592214891793
1774,1288823,285774,48603,bicycle,Blue Ribbon Sushi,Japanese,Shumai,1.0,Appetizers,12:46.8,40.72610966,-74.00249186,40.71104565,-74.00554847,00:18:02.500000,00:37:23.800000,00:05:47,00:12:29,1.6926534558424677
1780,1431687,270525,133293,bicycle,The Smile,American,Balsamic Chicken,1.0,Entrees,20:49.7,40.72641318,-73.99382114,40.7260641,-73.9897793,00:10:17.200000,00:34:49.400000,00:01:12.600000,00:07:16.400000,0.3436574411606636
1789,1362218,110628,86938,car,Hatsuhana,Sushi,Sushi Special (10pcs & 1 Roll),1.0,Sushi & Sashimi Entrees,18:34.6,40.75695307,-73.97723214,40.7644388,-73.9733545,00:19:37.200000,00:33:05.300000,00:03:28.600000,00:20:01.200000,0.8934430924506602
1791,1348027,109987,154377,car,Momoya,Sushi,Momoya Spicy Tuna,1.0,Signature Roll,17:09.4,40.78407726,-73.97762241,40.7760661,-73.9443896,00:26:56.300000,00:38:44.100000,00:13:05.800000,00:33:58.600000,2.9430059559773145
1793,1391347,41409,35445,bicycle,Nobu Next Door,Sushi,Sashimi Salad,2.0,Dinner Cold Dishes,07:58.4,40.71938641,-74.0086925,40.7217556,-74.0040349,00:10:28.400000,00:41:01.600000,00:02:32.300000,00:08:04.800000,0.473366296296008
1802,1324575,52832,69993,bicycle,Han Dynasty,Chinese,Dry Pepper Style,1.0,Entrees,03:12.3,40.732213,-73.988072,40.776967,-73.956245,00:11:43.500000,00:20:29.300000,00:29:18.300000,00:49:20.100000,5.650085148261357
1809,1345012,327527,91807,walker,Parm,Italian,Meatball Parm,1.0,Sandwiches,08:46.8,40.72301983,-73.995854,40.73392493,-73.99503395,00:50:42.600000,00:58:56.900000,00:15:47.400000,00:24:52.500000,1.2129767330827486
1811,1299168,270525,60761,bicycle,The Smile,American,Buckwheat Waffles,1.0,Plates & Sandwiches,02:12.9,40.72641318,-73.99382114,40.7260641,-73.9897793,00:15:03.300000,00:15:28.700000,00:33:16.100000,00:39:49.600000,0.3436574411606636
1812,1469557,110792,154955,bicycle,Blue Ribbon Sushi,Japanese,Miso,1.0,Osuimono (Soups),04:34.5,40.72610966,-74.00249186,40.734203,-73.996025,00:30:37.900000,00:55:36.100000,00:10:26.700000,00:19:40.500000,1.051764084838614
1826,1362496,62359,104989,bicycle,Pylos,Mediterranean,Melitzanosalata,1.0,Mezethes (Appetizers served cold),06:11.0,40.726269,-73.984062,40.72478,-73.980463,00:04:34.100000,00:08:41.600000,00:41:01.600000,00:44:52.700000,0.34610782918446403
1835,1412602,222443,123581,bicycle,Carnegie Deli,Deli,Baked Meatloaf,1.0,West Side Specialties,02:29.9,40.76413503,-73.98119223,40.767588,-73.983148,00:39:30.200000,00:56:50.200000,00:02:40.200000,00:09:22.700000,0.4174948670813916
1840,1362282,157578,7833,bicycle,P.J. Clarke's,American,Simply On A Bun,1.0,P.J. Clarke's Hamburgers,08:58.4,40.75893876,-73.96853113,40.7679804,-73.9648903,00:33:35.300000,00:44:55.800000,00:05:14.600000,00:12:04.800000,1.050074493725044
1841,1462275,47280,123581,bicycle,RedFarm Hudson,Chinese,Seared Pork & Shrimp Dumplings (4),1.0,Dim Sum,04:44.6,40.73421385,-74.00620203,40.724888,-74.010099,00:13:23.900000,00:57:28.100000,00:04:47.800000,00:11:09.100000,1.0866895612440348
1842,1279251,139755,99219,bicycle,Tortaria,Mexican,Chef Alfredo's Taquito Platter (4 taquitos),1.0,Taquitos,13:15.5,40.7338442,-73.99309158,40.735318,-73.988473,00:40:43,00:52:47.300000,00:04:37.200000,00:09:23.300000,0.4230777615396288
1851,1292684,347263,114469,bicycle,Blossom Restaurant,Vegetarian,Field Green,1.0,Salads,27:06.3,40.74540596,-74.002022,40.7356342,-74.0050767,00:23:25.200000,00:52:34.400000,00:23:46.200000,00:29:42.900000,1.1153951718638573
1855,1300541,87151,61900,bicycle,Rubirosa,Italian,Small Classic,1.0,Pizza,11:22.5,40.72274859,-73.99606192,40.723361,-73.999911,00:21:14.100000,00:42:02.300000,00:52:22.200000,00:56:40.200000,0.33222977491482036
1857,1461583,152919,19432,car,Vanessa's Dumpling House,Chinese,Cabbage and Pork,3.0,New Steamed Buns,05:02.1,40.713816,-73.961732,40.74587292,-73.99466654,00:31:04,00:50:16.500000,00:05:06.600000,00:31:08.100000,4.5181388455144615
1863,1324784,165695,65763,bicycle,The Smile,American,Moroccan Lamb Meatballs,1.0,Starters & Share Plates,04:00.2,40.72641318,-73.99382114,40.724037,-74.00264,00:03:15.600000,00:11:55,00:30:46.100000,00:38:42.200000,0.7903963957346695
1865,1470636,70193,152741,car,TAO,Japanese,Crispy Orange Chicken,2.0,From the Sky,05:11.5,40.76285776,-73.971619,40.7718956,-73.9520593,00:11:12.500000,00:14:16.900000,00:37:13.800000,00:45:49,1.9324937289329571
1868,1488086,351076,30743,bicycle,California Pizza Kitchen,Pizza,Tortilla Spring Rolls,1.0,Appetizers,11:37.0,40.74466624,-73.98334441,40.7640334,-73.9770219,00:43:39.900000,00:50:31.100000,00:15:13.200000,00:37:00.100000,2.2159887268955596
1876,1428512,49793,99219,bicycle,Yama Japanese Restaurant,Japanese,Spicy Tuna,1.0,Rolls,08:10.7,40.73587229,-73.98766462,40.7394489,-73.9872059,00:55:51,00:58:12.700000,00:14:03.200000,00:18:06,0.3990639233356403
1883,1461207,71922,158758,car,Pio Pio,South American,Peruvian Combo,1.0,De Fondo,08:29.2,40.76040697,-73.99489403,40.7179615,-74.0110788,00:08:29.100000,00:25:56.400000,00:35:58.100000,00:57:31.400000,4.907763595467579
1886,1296082,140479,99219,bicycle,Lure Fishbar,Seafood,Yellowtail Scallion,1.0,Rolls: Cut or Hand,06:09.5,40.72463457,-73.99840236,40.7281228,-73.999709,00:51:01.900000,00:52:45.100000,00:15:40.300000,00:21:00.100000,0.4027848802415588
1893,1282272,97991,72941,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,Sake,1.0,Taiseyo (Atlantic Ocean),10:21.7,40.76765291,-73.98292546,40.74882755,-73.99013895,00:02:41,00:11:48.200000,00:28:00.700000,00:45:08.700000,2.177474018310391
1900,1485852,342025,61900,bicycle,sweetgreen,Salad,Harvest Bowl,1.0,Signatures,05:49.2,40.72132319,-74.00973201,40.7195898,-73.9998334,00:13:26,00:54:30.800000,00:01:14.500000,00:16:41.400000,0.8581960947917513
1902,1273258,120353,30743,bicycle,Parm,Italian,House Roasted Turkey,1.0,Sandwiches,05:16.4,40.72301983,-73.995854,40.7062843,-74.016943,00:13:28.500000,00:18:11.800000,00:28:15.700000,00:47:53.200000,2.5747273461466404
1914,1398254,70001,140794,walker,J. G. Melon,Burger,Bacon Cheeseburger,3.0,Main Menu,07:12.6,40.77113521,-73.9596231,40.7704492,-73.9577275,00:15:37.400000,00:21:19.200000,00:35:13.100000,00:36:09.800000,0.17724466978116757
1916,1321249,50563,39733,bicycle,J. G. Melon,Burger,Cheeseburger,2.0,Main Menu,06:34.1,40.77113521,-73.9596231,40.785253,-73.956828,00:08:09.500000,00:21:00.800000,00:31:20.800000,00:40:49.600000,1.5854314871532267
1926,1475631,61181,43196,bicycle,The Meatball Shop,Italian,Ice Cream Sandwich,1.0,Desserts,12:50.7,40.72154512,-73.98884243,40.739192,-73.987326,00:08:29.500000,00:23:19.200000,00:36:47.900000,00:45:53,1.963845697512907
1936,1400812,333957,147789,car,Han Dynasty,Chinese,Pork Belly in Garlic Sauce,1.0,Cold Appetizers,05:09.6,40.732213,-73.988072,40.707282,-74.004775,00:00:35,00:16:39,00:25:30.300000,00:50:28.600000,3.1074882409624065
1937,1400812,333957,147789,car,Han Dynasty,Chinese,String Beans with Minced Pork,1.0,Vegetables,05:09.6,40.732213,-73.988072,40.707282,-74.004775,00:00:35,00:16:39,00:25:30.300000,00:50:28.600000,3.1074882409624065
1942,1481308,402215,54954,bicycle,RedFarm Hudson,Chinese,Soft & Crunchy Vegetable Fried Rice,1.0,Rice & Noodles,06:52.0,40.73421385,-74.00620203,40.72151289,-74.00924045,00:08:14.600000,00:20:35.100000,00:30:25.600000,00:39:59.300000,1.4335917173784827
1943,1421261,76907,99219,bicycle,Han Dynasty,Chinese,Lo Mein,1.0,Kids/Baby Adults,08:54.6,40.732213,-73.988072,40.7205504,-73.992791,00:39:11.200000,00:49:03.900000,00:00:53.800000,00:07:57.500000,1.3550879650958807
1950,1462169,66329,52502,bicycle,Lure Fishbar,Seafood,Shrimp Tempura,1.0,Rolls: Cut or Hand,05:50.6,40.72463457,-73.99840236,40.7213603,-74.0032077,00:07:58.200000,00:40:28.500000,00:49:48.500000,00:55:11.400000,0.5450062224418032
1955,1403011,80795,16610,car,Socarrat Paella Bar,South American,Calamares A La Plancha,1.0,Tapas,24:24.1,40.72461029,-73.99517815,40.722769,-73.998027,00:05:35.400000,00:36:04.200000,00:19:24.400000,00:23:36.700000,0.31581503289952084
1959,1374370,377260,148770,bicycle,sweetgreen,Salad,House Tea,1.0,Drinks,09:48.7,40.72132319,-74.00973201,40.7236764,-74.0107235,00:47:18.800000,00:55:12.200000,00:04:50.700000,00:08:47.200000,0.2744185175568572
1966,1347582,96921,57186,bicycle,The Palm Too,Steak,Classic Caesar Salad,1.0,Dinner Salads,10:56.1,40.75157468,-73.97091304,40.769992,-73.959652,00:31:13.300000,00:45:35.900000,00:13:25.700000,00:28:04.800000,2.2554632736815745
1967,1274791,59749,61162,bicycle,Bareburger,Burger,Barest Burger,1.0,Bareburgers,04:00.5,40.7684888,-73.95518219,40.784797,-73.953658,00:06:44.900000,00:31:56,00:37:43.300000,00:51:34.200000,1.815584113672831
1974,1369236,121706,151467,bicycle,Anjappar Chettinad,Indian,Kuli Paniyaram,2.0,Starters,06:55.5,40.742596,-73.982808,40.756804,-73.9981532,00:07:12.800000,00:09:03.100000,00:36:24.200000,00:54:36.600000,2.0417821644807868
1976,1449358,260680,7833,bicycle,Tamarind TriBeCa,Indian,Saag Paneer,1.0,Vegetarian Specialties,05:28.3,40.71926893,-74.00874988,40.7164323,-73.9909266,00:00:07.200000,00:17:39.300000,00:36:49.600000,00:46:31.400000,1.538533898685112
1979,1393394,47440,17402,bicycle,Bareburger,Burger,Barest Burger,1.0,Bareburgers,09:12.9,40.72847826,-73.99839184,40.7151704,-74.0116009,00:41:45.400000,00:53:16.100000,00:05:36.600000,00:22:00.900000,1.8518683616298337
1983,1361214,62730,122837,bicycle,sweetgreen,Salad,House Tea,1.0,Drinks,07:10.2,40.72132319,-74.00973201,40.720116,-73.999297,00:00:49.600000,00:13:25.100000,00:24:43,00:33:06.800000,0.8917804409734587
1984,1390515,385033,154377,car,RedFarm Broadway,Chinese,Five Flavor Chicken Dumplings (4),1.0,Dim Sum,07:38.5,40.7821167,-73.9807391,40.7749992,-73.9574428,00:40:37.600000,00:41:55.500000,00:21:46.500000,00:37:18.500000,2.11947564870362
1987,1299047,82041,9549,bicycle,Jane Restaurant,Breakfast,Latte,1.0,Coffees,07:38.6,40.72717746,-74.00048375,40.720479,-74.001549,00:33:14,00:37:23.100000,00:13:42.700000,00:20:49.200000,0.7492790268262387
1994,1341861,39334,104533,bicycle,Old Homestead Steakhouse,Steak,"String Beans, Caramelized Onions, Pancetta",1.0,Side Offerings (dinner),05:29.7,40.74117178,-74.00488792,40.734397,-74.000786,00:03:26.800000,00:17:34.300000,00:35:23.500000,00:43:06.500000,0.8282819387504808
1996,1303719,308651,128139,car,Blue Ribbon Brooklyn,American,Greek,1.0,Salads,05:25.7,40.67425095,-73.98229415,40.670584,-73.975624,00:44:06.100000,00:51:55.700000,00:05:15.700000,00:11:03.300000,0.695608784330361
2000,1392059,383826,158180,bicycle,Song Thai Restaurant & Bar,Thai,Spicy Squid Salad,1.0,Appetizers,05:27.7,40.67347806,-73.98262702,40.69459,-73.995491,00:06:07.400000,00:19:04,00:32:55.100000,00:49:03.200000,2.5843673214712455
2002,1283047,41672,72480,car,Otto Enoteca Pizzeria,Italian,Three Cheese,1.0,Cheese,05:05.0,40.73206376,-73.99615467,40.738804,-74.009342,00:13:17.600000,00:28:48.700000,00:42:38.100000,00:59:19.600000,1.34205618508526
2018,1302138,49034,39443,bicycle,The Grey Dog - University,Coffee,Arnold Palmer,1.0,Juice,03:35.3,40.73378729,-73.99303526,40.7247072,-73.981175,00:17:14.700000,00:18:15.500000,00:42:37.300000,00:53:42.300000,1.4214822753717817
2028,1391093,146588,143261,bicycle,Sushi of Gari,Sushi,Miso,1.0,Soup,07:34.7,40.77156871,-73.95278683,40.7855606,-73.9546989,00:45:49.600000,00:55:48.400000,00:17:58.600000,00:37:34.400000,1.5621553988678805
2032,1488446,54630,165094,bicycle,V-Nam Cafe,Vietnamese,Vermicelli Spring Roll,1.0,Rice Vermicelli Noodles,11:18.7,40.72350568,-73.98831444,40.727323,-73.991729,00:23:19,00:34:32.300000,00:45:20.400000,00:50:49.100000,0.5127524157555046
2033,1451591,397588,46602,bicycle,Kanoyama,Sushi,Sashimi Delux,1.0,Sushi bar,07:52.2,40.730391,-73.98638613,40.7392097,-73.9824803,00:41:45.600000,00:55:49.800000,00:12:17.700000,00:21:18.600000,1.0333899500119554
2039,1275452,76942,86938,car,California Pizza Kitchen,Pizza,Five Cheese and Fresh Tomato,1.0,Original Hand-Tossed Pizzas,06:47.3,40.74466624,-73.98334441,40.7520764,-74.0010156,00:27:43.200000,00:52:51.900000,00:07:44.200000,00:22:04,1.7042399330443196
2048,1372378,304291,10940,bicycle,P.J. Clarke's,American,Shoestring Fries,1.0,Sides,03:45.1,40.77196187,-73.98262024,40.75094645,-73.98795924,00:02:01.800000,00:08:25.300000,00:17:21,00:40:39.700000,2.376891013982015
2057,1439053,86449,142394,bicycle,The Meatball Shop,Italian,Saut̩ed Broccoli,1.0,Green Market,02:04.8,40.72154512,-73.98884243,40.725785,-73.999426,00:50:29.300000,00:56:16.800000,00:05:35.800000,00:11:22.400000,1.0105463677630315
2064,1480155,332635,23359,bicycle,TAO,Japanese,TAO Lo Mein with Roast Pork,1.0,Sophisticated Noodles and Rice,06:48.5,40.76285776,-73.971619,40.73324983,-73.99608884,00:16:26.400000,00:30:43,00:38:03.300000,00:52:45.500000,3.8834661252207905
2065,1464966,259341,158962,bicycle,Joe's Shanghai �_�������,Chinese,Crab Meat with Pork Soup Dumplings,3.0,Appetizers,06:07.9,40.71464248,-73.99764195,40.727405,-73.991802,00:44:21.100000,00:48:48.500000,00:13:15.300000,00:16:33,1.5006923311174474
2067,1291052,9666,113563,bicycle,Carnegie Deli,Deli,Bowl of Cottage Cheese,1.0,Blintzes,02:16.9,40.76413503,-73.98119223,40.7671561,-73.9833115,00:49:27.300000,00:56:35.500000,00:19:49.800000,00:32:04.900000,0.3802235968080351
2082,1388509,63890,23359,bicycle,2nd Ave Deli,Deli,Frankfurter,3.0,Franks and Knishes,06:36.5,40.74529931,-73.97913758,40.740429,-73.979466,00:08:23.600000,00:41:49.400000,00:49:40.400000,00:56:22.800000,0.5415536349051222
2088,1308780,365244,22502,bicycle,Bareburger,Burger,Supreme,1.0,Bareburgers,04:20.2,40.67176012,-73.97760519,40.65214519,-73.95781196,00:01:11.500000,00:07:25.800000,00:22:45.300000,00:40:11.500000,2.7470087835197066
2097,1340785,103503,119153,car,RedFarm Broadway,Chinese,Katz�۪s Pastrami Egg Roll,1.0,Starters & Salads,03:46.0,40.7821167,-73.9807391,40.78344912,-73.94764557,00:20:31.100000,00:53:14,00:03:16.800000,00:22:32.600000,2.7973670683703395
2101,1295408,103526,123581,bicycle,Carnegie Deli,Deli,Kasha Giant Knish,1.0,Frank & Knish Korner,04:47.8,40.76413503,-73.98119223,40.765634,-73.971029,00:37:20.900000,00:56:33.300000,00:11:51.700000,00:19:26.300000,0.8741125979344453
2104,1349481,49631,139444,bicycle,The Meatball Shop,Italian,Special Ball Kitchen Sink Salad,1.0,The Kitchen Sink Salad,05:17.8,40.77149125,-73.95633415,40.763591,-73.964246,00:37:12.600000,00:54:40.200000,00:04:00.400000,00:12:12.700000,1.1026825064138897
2105,1300910,53156,60761,bicycle,The Meatball Shop,Italian,Daily Risotto,1.0,Stick To Your Bones,09:58.4,40.72154512,-73.98884243,40.7321287,-73.9886136,00:01:57.500000,00:06:18.900000,00:21:09.300000,00:27:27.300000,1.1754510574437365
2122,1411442,389155,90681,bicycle,The Meatball Shop,Italian,White Beans,1.0,Stick To Your Bones,06:33.6,40.74596311,-74.00169729,40.741901,-74.001361,00:16:00.800000,00:16:54.800000,00:39:14.300000,00:44:12.400000,0.4519864103332052
2127,1313734,125510,140684,bicycle,Blue Ribbon Sushi Izakaya,Japanese,Dragon,1.0,Maki,05:52.2,40.72197958,-73.98814821,40.7261258,-73.9956614,00:23:45.300000,00:30:52.300000,00:43:13.200000,00:51:00.900000,0.7841609243910911
2136,1302336,361728,133293,bicycle,The Meatball Shop,Italian,Chicken,1.0,Naked Balls,04:54.5,40.72154512,-73.98884243,40.7539767,-73.9650481,00:40:53.500000,00:45:58.700000,00:10:48.700000,00:28:28.400000,4.1243470038707475
2139,1275484,51295,59989,car,Luke's Lobster,Seafood,Lobster Roll,1.0,Rolls,03:43.3,40.77483281,-73.9544744,40.76473026,-73.96462848,00:30:40.300000,00:45:52.300000,00:50:42.300000,00:59:26.900000,1.4119318860734362
2140,1322723,340592,144919,bicycle,sweetgreen,Salad,Kale Caesar,1.0,Signatures,10:09.2,40.72132319,-74.00973201,40.71509,-74.014192,00:28:31.600000,00:47:13.400000,00:03:32.800000,00:10:22.300000,0.788116002869723
2154,1348385,275689,65763,bicycle,Nobu Next Door,Sushi,Spicy Bigeye Tuna Roll,1.0,Dinner Sushi Rolls,12:46.6,40.71938641,-74.0086925,40.7202117,-74.0021308,00:07:17.500000,00:40:20.800000,00:49:03,00:55:54.400000,0.5619251529454418
2164,1303261,41176,142140,car,TAO,Japanese,Banana Pudding,2.0,Desserts,05:17.8,40.76285776,-73.971619,40.718401,-74.002809,00:08:57,00:50:49.800000,00:00:13.500000,00:24:01.600000,5.595800287512348
2176,1310468,87727,3296,bicycle,Blue Ribbon Sushi,Japanese,Spicy Tuna & Tempura Flakes,1.0,Maki (Special Rolls),02:27.2,40.72610966,-74.00249186,40.72024146,-73.99494484,00:09:26.100000,00:21:12.600000,00:46:02.700000,00:54:55.500000,0.9117086104831191
2177,1355405,94524,33252,bicycle,The Meatball Shop,Italian,Chicken,2.0,Naked Balls,05:06.2,40.77149125,-73.95633415,40.77475672,-73.94567694,00:17:30.100000,00:24:30,00:35:19.800000,00:45:14.900000,0.9700436695050996
